"Model","Intercept_CO2","TIME_CO2","TIME_CO2_pvalue","TIME_CO2_r2","Date","TimeLog","JarID","Time","T.Air","A.Pressure","Volume","Label","STAGE_1","STAGE_2","STAGE_3","one_hour","two_min","four_hour","eight_hour","PRE_WET","twenty_four_hour","finalC02_flux","finalC02_flux_byarea","Original dried down (14%) soil wt (g)","dry_soil","finalC02flux_gSoil","finalC02flux_gSoil_hr"
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T095200_30",648.130802835891,1.36330986613619,4.67267526362695e-107,0.982350246915623,2024-07-26,"095200",30,9H 52M 0S,31.17,766.5,160,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00952650228614811,0.00034255671651018,"73.503",62.75,0.000151816769500368,0.546540370201326
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T095500_10",630.105721727838,2.14393500451059,3.32904263288195e-114,0.986583687439961,2024-07-26,"095500",10,9H 55M 0S,31.17,766.5,160,"25-50-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.0149813349328338,0.000538703161914198,"72.996",62.317,0.000240405265542851,0.865458955954263
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T095800_11",602.676574338859,1.70371195984416,1.51466077241824e-109,0.983958057684731,2024-07-26,"095800",11,9H 58M 0S,31.17,766.5,160,"25-50-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.0119051554481833,0.000428089012879658,"72.345",61.761,0.000192761701529821,0.693942125507357
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T100200_12",766.961612075831,2.48511676651653,8.29039961482454e-106,0.981483780312937,2024-07-26,"100200",12,10H 2M 0S,31.17,766.5,160,"25-50-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.0173654362413304,0.000624431364305302,"72.647",62.019,0.00028000187428579,1.00800674742885
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T100500_22",594.700892667726,0.492113914764673,2.1621113361739e-142,0.995451435807703,2024-07-26,"100500",22,10H 5M 0S,31.17,766.5,160,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00343878119751143,0.000123652685994658,"67.020",57.215,6.0102791182582e-05,0.216370048257295
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T100800_24",542.223739413326,0.972234742466648,4.96825433853814e-148,0.99633647138918,2024-07-26,"100800",24,10H 8M 0S,31.17,766.5,160,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00679375740383288,0.000244291887947964,"72.877",62.215,0.000109198061622324,0.393113021840366
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T101400_28",699.740806877249,2.37532234378976,4.21406032165438e-105,0.980975237879147,2024-07-26,"101400",28,10H 14M 0S,31.17,766.5,160,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.0165982175443241,0.00059684349314362,"72.627",62.002,0.000267704550568112,0.963736382045203
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T101700_17",663.144753510166,0.541534252414736,1.38703921638661e-85,0.959771736558603,2024-07-26,"101700",17,10H 17M 0S,31.17,766.5,160,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.0037841193860627,0.000136070456169101,"72.218",61.653,6.13777007779459e-05,0.220959722800605
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T102000_16",596.12530017745,0.701233281893854,2.61976137249259e-77,0.944739939889094,2024-07-26,"102000",16,10H 20M 0S,31.17,766.5,160,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.00490006023503509,0.00017619777903758,"72.361",61.775,7.93210883858371e-05,0.285555918189013
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T102700_29",690.854533578304,1.90740546095611,1.46734846173074e-110,0.984570111250719,2024-07-26,"102700",29,10H 27M 0S,31.17,766.5,160,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.0133285197560469,0.000479270757139406,"72.817",62.164,0.000214408978766599,0.771872323559757
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T103000_18",628.31412880798,0.680190611358764,4.21606662354617e-80,0.950354884614652,2024-07-26,"103000",18,10H 30M 0S,31.17,766.5,160,"25-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00475301879277857,0.000170910420452304,"72.434",61.837,7.68636705011331e-05,0.276709213804079
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T104000_20",628.580928332799,1.44591969493194,1.14373786419683e-127,0.991997001010342,2024-07-26,"104000",20,10H 40M 0S,31.17,766.5,160,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.0101037611635532,0.000363313957696987,"73.160",62.457,0.000161771477393298,0.582377318615872
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T104300_25",572.674816346956,3.8564684737281,4.15492036404468e-91,0.97855337084182,2024-07-26,"104300",25,10H 43M 0S,31.17,766.5,160,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.0269481331016487,0.000969008741519191,"72.928",62.259,0.000432839157417381,1.55822096670257
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T104900_23",578.59846596578,0.999432405689548,4.44660467011133e-137,0.998373930434857,2024-07-26,"104900",23,10H 49M 0S,31.17,766.5,160,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00698380854870221,0.000251125801823165,"73.203",62.493,0.00011175345316599,0.402312431397564
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T105300_26",647.94734970805,2.54825553745444,9.92958300950489e-111,0.984670201288227,2024-07-26,"105300",26,10H 53M 0S,31.17,766.5,160,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.0178066357518931,0.000640296143541645,"72.772",62.125,0.000286625927595866,1.03185333934512
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T105700_31",687.721849223946,1.07978532553921,4.49802940002933e-72,0.932452262484602,2024-07-26,"105700",31,10H 57M 0S,31.17,766.5,160,"35-20-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.0075452966547158,0.000271315953064214,"71.340",60.903,0.000123890393818298,0.446005417745873
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T110100_32",686.093621870261,1.03543880960012,1.28367494773445e-72,0.933848452715054,2024-07-26,"110100",32,11H 1M 0S,31.17,766.5,160,"35-20-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.00723541318950352,0.000260173074056222,"72.029",61.491,0.000117666214397286,0.42359837183023
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T110400_21",557.966706484348,1.71131911532907,1.62289853790072e-140,0.995112013443231,2024-07-26,"110400",21,11H 4M 0S,31.17,766.5,160,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.0119583125373515,0.000430000450821701,"73.335",62.606,0.000191009049250096,0.687632577300345
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T110700_19",553.070698328933,1.19874744978042,2.06522923989014e-155,0.997240170693029,2024-07-26,"110700",19,11H 7M 0S,31.17,766.5,160,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.00837657718506277,0.000301207378103659,"73.178",62.472,0.000134085305177724,0.482707098639806
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T111100_27",718.607311918208,2.39933649680623,2.00142585992993e-104,0.98047483412534,2024-07-26,"111100",27,11H 11M 0S,31.17,766.5,160,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.0167660230368932,0.000602877491438089,"72.610",61.987,0.000270476439203272,0.973715181131781
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T111800_33",583.324753855146,1.22836414452487,3.34410625763608e-68,0.929873780528038,2024-07-26,"111800",33,11H 18M 0S,31.17,766.5,160,"35-20-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.00858353197736599,0.000308649118208054,"73.469",62.72,0.000136854782802391,0.492677218088609
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T125700_01",537.120111755534,0.0469265385472138,1.24789832710461e-58,0.903243346113137,2024-07-29,"125700",1,12H 57M 0S,32.59,766,160,"25-90",NA,NA,NA,"25-90",NA,NA,NA,NA,NA,0.000326176195803715,1.17287377131864e-05,"74.469",63.574,5.13065397495383e-06,0.0184703543098338
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130100_02",525.916172674732,0.0746886038972844,1.23988949313036e-91,0.968102968181555,2024-07-29,"130100",2,13H 1M 0S,32.59,766,160,"25-90",NA,NA,NA,"25-90",NA,NA,NA,NA,NA,0.000519144293257342,1.866754021062e-05,"73.443",62.698,8.28007740689244e-06,0.0298082786648128
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130500_03",530.361168606937,0.0621672917609837,1.52003535852952e-85,0.959710321019233,2024-07-29,"130500",3,13H 5M 0S,32.59,766,160,"25-90",NA,NA,NA,"25-90",NA,NA,NA,NA,NA,0.000432111367208891,1.55379851567383e-05,"73.713",62.929,6.86664919526596e-06,0.0247199371029574
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130800_07",551.498851154884,0.0619785039464245,5.52345261621854e-58,0.904737842757674,2024-07-29,"130800",7,13H 8M 0S,32.59,766,160,"25-50",NA,NA,NA,"25-50",NA,NA,NA,NA,NA,0.000430799144038945,1.54907998575673e-05,"73.378",62.643,6.87705161053821e-06,0.0247573857979376
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131100_08",512.148568820406,0.0574905475826189,1.20507990103871e-69,0.925860075254388,2024-07-29,"131100",8,13H 11M 0S,32.59,766,160,"25-50",NA,NA,NA,"25-50",NA,NA,NA,NA,NA,0.000399604332339668,1.43690878223541e-05,"73.755",62.965,6.34645171666272e-06,0.0228472261799858
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131400_09",617.200154580215,0.0446331700868091,5.57913527497127e-63,0.911726781473651,2024-07-29,"131400",9,13H 14M 0S,32.59,766,160,"25-50",NA,NA,NA,"25-50",NA,NA,NA,NA,NA,0.000310235488835985,1.11555371749725e-05,"72.528",61.917,5.01050581966156e-06,0.0180378209507816
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131800_13",540.84432317761,0.119815852251305,6.63325241700452e-172,0.972839300831099,2024-07-29,"131800",13,13H 18M 0S,32.59,766,160,"25-20",NA,NA,NA,"25-20",NA,NA,NA,NA,NA,0.000832814013012922,2.99465664513816e-05,"71.429",60.979,1.36573904625022e-05,0.0491666056650079
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T132300_14",545.056738689648,0.110833656619997,3.95274320949363e-91,0.967480795633939,2024-07-29,"132300",14,13H 23M 0S,32.59,766,160,"25-20",NA,NA,NA,"25-20",NA,NA,NA,NA,NA,0.000770380718512897,2.77015720428946e-05,"72.378",61.789,1.2467926629544e-05,0.0448845358663586
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T132800_15",522.174744247756,0.116059830613208,1.50518142820476e-94,0.971478911997483,2024-07-29,"132800",15,13H 28M 0S,32.59,766,160,"25-20",NA,NA,NA,"25-20",NA,NA,NA,NA,NA,0.000806706720909152,2.90077929129504e-05,"72.034",61.495,1.31182489781145e-05,0.0472256963212122
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T133200_25",545.957134650272,0.0903493016016726,3.31860345625746e-88,0.963620228609734,2024-07-29,"133200",25,13H 32M 0S,32.59,766,160,"35-50",NA,NA,NA,"35-50",NA,NA,NA,NA,NA,0.000627998407773159,2.2581747852325e-05,"72.928",62.259,1.00868694931361e-05,0.0363127301752899
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T133700_26",544.598313751054,0.079879540864586,2.6926861439742e-83,0.96057802196149,2024-07-29,"133700",26,13H 37M 0S,32.59,766,160,"35-50",NA,NA,NA,"35-50",NA,NA,NA,NA,NA,0.000555225370725858,1.99649539994915e-05,"72.772",62.125,8.93722930745847e-06,0.0321740255068505
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T134200_32",568.925683524937,0.142631489552939,3.52867131592786e-94,0.971071119063727,2024-07-29,"134200",32,13H 42M 0S,32.59,766,160,"35-20",NA,NA,NA,"35-20",NA,NA,NA,NA,NA,0.000991400561483713,3.56490672953511e-05,"72.029",61.491,1.61226937516663e-05,0.0580416975059987
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T134500_27",504.375117110181,0.10252148727286,9.36183772197877e-113,0.985816575703273,2024-07-29,"134500",27,13H 45M 0S,32.59,766,160,"35-50",NA,NA,NA,"35-50",NA,NA,NA,NA,NA,0.000712604631452957,2.5624042842609e-05,"72.610",61.987,1.14960335465978e-05,0.041385720767752
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135100_31",554.805520674375,0.189767785447803,4.02277628651209e-105,0.98098995955582,2024-07-29,"135100",31,13H 51M 0S,32.59,766,160,"35-20",NA,NA,NA,"35-20",NA,NA,NA,NA,NA,0.00131903473513572,4.74302313964658e-05,"71.340",60.903,2.16579599549401e-05,0.0779686558377842
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135400_19",488.829061327535,0.104204761070778,2.84407532004326e-106,0.981810967254512,2024-07-29,"135400",19,13H 54M 0S,32.59,766,160,"35-90",NA,NA,NA,"35-90",NA,NA,NA,NA,NA,0.000724304702689806,2.60447573782742e-05,"73.178",62.472,1.15940693861219e-05,0.0417386497900388
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135800_33",582.851133986075,0.280078920497916,2.16813609453245e-128,0.992215760057122,2024-07-29,"135800",33,13H 58M 0S,32.59,766,160,"35-20",NA,NA,NA,"35-20",NA,NA,NA,NA,NA,0.00194676785548346,7.00024399670429e-05,"73.469",62.72,3.10390283080909e-05,0.111740501909127
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T140100_20",498.946040397064,0.0762017407912861,6.99047821525932e-83,0.955377359735727,2024-07-29,"140100",20,14H 1M 0S,32.59,766,160,"35-90",NA,NA,NA,"35-90",NA,NA,NA,NA,NA,0.000529661779760617,1.90457310233951e-05,"73.160",62.457,8.48042300719882e-06,0.0305295228259158
"29-July-2024-1h_WETUP/TG10-01136-2024-07-29T140400_21",494.948711894053,0.0826242378810596,1.75331939335461e-90,0.972138453945035,2024-07-29,"140400",21,14H 4M 0S,32.59,766,160,"35-90",NA,NA,NA,"35-90",NA,NA,NA,NA,NA,0.000574303164639134,2.06509588147837e-05,"73.335",62.606,9.17329272975648e-06,0.0330238538271233
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T112600_01",548.681359138989,0.0584243063105338,4.13964596844189e-61,0.897149603844442,2024-07-29,"112600",1,11H 26M 0S,31.57,766,160,"25-90",NA,NA,NA,NA,"25-90",NA,NA,NA,NA,0.00040745402188274,1.46513492226803e-05,"74.469",63.574,6.40912986256552e-06,0.0230728675052359
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113100_02",547.61115446053,0.0606340141629299,3.21588746946463e-78,0.946637544215577,2024-07-29,"113100",2,11H 31M 0S,31.57,766,160,"25-90",NA,NA,NA,NA,"25-90",NA,NA,NA,NA,0.000422864634494196,1.52054884751599e-05,"73.443",62.698,6.74446767830227e-06,0.0242800836418882
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113600_03",561.563838348957,0.0499007603570153,1.9453324539492e-69,0.92526635578915,2024-07-29,"113600",3,11H 36M 0S,31.57,766,160,"25-90",NA,NA,NA,NA,"25-90",NA,NA,NA,NA,0.000348010387909506,1.25138578895903e-05,"73.713",62.929,5.53020686661962e-06,0.0199087447198306
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113900_07",628.238215594832,0.0539652232793962,1.01773225768209e-72,0.937079628260281,2024-07-29,"113900",7,11H 39M 0S,31.57,766,160,"25-50",NA,NA,NA,NA,"25-50",NA,NA,NA,NA,0.000376356154750366,1.35331231481613e-05,"73.378",62.643,6.0079522811865e-06,0.0216286282122714
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T114300_08",577.040295035705,0.0440956410824091,1.47434078005296e-59,0.890845538347737,2024-07-29,"114300",8,11H 43M 0S,31.57,766,160,"25-50",NA,NA,NA,NA,"25-50",NA,NA,NA,NA,0.000307525196979291,1.10580797187807e-05,"73.755",62.965,4.88406570283953e-06,0.0175826365302223
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T114700_09",584.413350818435,0.0573964337940475,1.33683206733165e-40,0.881079675771521,2024-07-29,"114700",9,11H 47M 0S,31.57,766,160,"25-50",NA,NA,NA,NA,"25-50",NA,NA,NA,NA,0.000400285587762204,1.43935846013018e-05,"72.528",61.917,6.46487374650264e-06,0.0232735454874095
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T115400_13",572.474620617868,0.043550493852046,1.02885624093261e-67,0.92016025001571,2024-07-29,"115400",13,11H 54M 0S,31.57,766,160,"25-20",NA,NA,NA,NA,"25-20",NA,NA,NA,NA,0.000303723313045076,1.09213704798661e-05,"71.429",60.979,4.98078540227089e-06,0.0179308274481752
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T115900_14",528.57865259516,0.0437814262724669,1.08069618077934e-57,0.882755041671262,2024-07-29,"115900",14,11H 59M 0S,31.57,766,160,"25-20",NA,NA,NA,NA,"25-20",NA,NA,NA,NA,0.00030533384724609,1.09792825331208e-05,"72.378",61.789,4.94155670501368e-06,0.0177896041380492
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T120700_25",593.009805082926,0.0336765426060974,4.43486182146981e-55,0.870402368306392,2024-07-29,"120700",25,12H 7M 0S,31.57,766,160,"35-50",NA,NA,NA,NA,"35-50",NA,NA,NA,NA,0.000234861885308955,8.44523140269525e-06,"72.928",62.259,3.77233629369175e-06,0.0135804106572903
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T121000_15",562.846448213996,0.0539567921383447,4.85305557718318e-73,0.93786402069656,2024-07-29,"121000",15,12H 10M 0S,31.57,766,160,"25-20",NA,NA,NA,NA,"25-20",NA,NA,NA,NA,0.000376297355552782,1.35310088296577e-05,"72.034",61.495,6.11915368001922e-06,0.0220289532480692
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T121700_26",588.967198753556,0.024425823059206,5.05261672968029e-36,0.731100908454137,2024-07-29,"121700",26,12H 17M 0S,31.57,766,160,"35-50",NA,NA,NA,NA,"35-50",NA,NA,NA,NA,0.000170346906480518,6.12538318879966e-06,"72.772",62.125,2.7420025188011e-06,0.00987120906768396
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T122100_32",535.621368910287,0.0443652687685247,6.15463682867867e-61,0.896468162330989,2024-07-29,"122100",32,12H 21M 0S,31.57,766,160,"35-20",NA,NA,NA,NA,"35-20",NA,NA,NA,NA,0.000309405593890378,1.11256955731887e-05,"72.029",61.491,5.031721616015e-06,0.018114197817654
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T122600_33",584.377175761401,0.0251381838583617,3.58141063805636e-27,0.704734199979066,2024-07-29,"122600",33,12H 26M 0S,31.57,766,160,"35-20",NA,NA,NA,NA,"35-20",NA,NA,NA,NA,0.000175314946171137,6.3040253927054e-06,"73.469",62.72,2.79520003461635e-06,0.0100627201246188
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T123000_21",826.874574452454,0.029259011856359,3.11211815486691e-48,0.85678192746366,2024-07-29,"123000",21,12H 30M 0S,31.57,766,160,"35-90",NA,NA,NA,NA,"35-90",NA,NA,NA,NA,0.000204053805856464,7.33742559714002e-06,"73.335",62.606,3.25933306482548e-06,0.0117335990333717
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T123500_20",539.565675436664,0.0720271597167578,7.8671220983516e-93,0.967737059163787,2024-07-29,"123500",20,12H 35M 0S,31.57,766,160,"35-90",NA,NA,NA,NA,"35-90",NA,NA,NA,NA,0.000502320998993053,1.8062603343871e-05,"73.160",62.457,8.04266934039504e-06,0.0289536096254221
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T124000_31",578.467792616177,0.010872788240076,0.000245012786379216,0.107292361516957,2024-07-29,"124000",31,12H 40M 0S,31.57,766,160,"35-20",NA,NA,NA,NA,"35-20",NA,NA,NA,NA,7.58273666776863e-05,2.72662231850724e-06,"71.340",60.903,1.24505142074588e-06,0.00448218511468516
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T124500_19",521.174164786978,0.0818365612432698,1.10779100290826e-96,0.973720197042109,2024-07-29,"124500",19,12H 45M 0S,31.57,766,160,"35-90",NA,NA,NA,NA,"35-90",NA,NA,NA,NA,0.000570732253771089,2.05225549719917e-05,"73.178",62.472,9.13580890272585e-06,0.0328889120498131
"29-July-2024-2min_WETUP/TG10-01136-2024-07-29T125000_27",540.105206776794,0.0679561662938123,7.5931425839232e-78,0.945868308851765,2024-07-29,"125000",27,12H 50M 0S,31.57,766,160,"35-50",NA,NA,NA,NA,"35-50",NA,NA,NA,NA,0.00047392968811602,1.70417003997131e-05,"72.610",61.987,7.64563034371756e-06,0.0275242692373832
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T153600_01",671.615602384501,0.0848318588267169,1.7203370878666e-85,0.960703887052445,2024-07-29,"153600",1,15H 36M 0S,31.36,766,160,"25-90",NA,NA,NA,NA,NA,"25-90",NA,NA,NA,0.000592029609794387,2.12883714417255e-05,"74.469",63.574,9.31244863929259e-06,0.0335248151014533
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T153900_02",504.358499803385,0.113364049421553,2.82648507547534e-113,0.986096839603274,2024-07-29,"153900",2,15H 39M 0S,31.36,766,160,"25-90",NA,NA,NA,NA,NA,"25-90",NA,NA,NA,0.000791151754446959,2.84484629430766e-05,"73.443",62.698,1.26184528126409e-05,0.0454264301255072
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154300_03",510.642322452837,0.0782872900426604,2.91777643917475e-92,0.968862705097769,2024-07-29,"154300",3,15H 43M 0S,31.36,766,160,"25-90",NA,NA,NA,NA,NA,"25-90",NA,NA,NA,0.000546355984848694,1.96460260643184e-05,"73.713",62.929,8.68210181075011e-06,0.0312555665187004
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154600_07",528.647820342937,0.0860198333889591,2.32530753039893e-93,0.970147818788723,2024-07-29,"154600",7,15H 46M 0S,31.36,766,160,"25-50",NA,NA,NA,NA,NA,"25-50",NA,NA,NA,0.00060032031715666,2.15864910879777e-05,"73.378",62.643,9.5831987158447e-06,0.0344995153770409
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154900_08",537.768950456181,0.0863147732642476,4.71339649694294e-79,0.948317600743603,2024-07-29,"154900",8,15H 49M 0S,31.36,766,160,"25-50",NA,NA,NA,NA,NA,"25-50",NA,NA,NA,0.000602378661058289,2.1660505611589e-05,"73.755",62.965,9.56688098242339e-06,0.0344407715367242
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T155400_09",558.048106935738,0.139472039283461,3.30384803582407e-59,0.889369221322475,2024-07-29,"155400",9,15H 54M 0S,31.36,766,160,"25-50",NA,NA,NA,NA,NA,"25-50",NA,NA,NA,0.000973355743187015,3.50002065151749e-05,"72.528",61.917,1.57203311398649e-05,0.0565931921035136
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T155700_13",580.922513014629,0.227074145548392,2.03337318169516e-93,0.970214475054233,2024-07-29,"155700",13,15H 57M 0S,31.36,766,160,"25-20",NA,NA,NA,NA,NA,"25-20",NA,NA,NA,0.0015847185201731,5.69837655581841e-05,"71.429",60.979,2.59879388014415e-05,0.0935565796851894
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T160000_14",532.865357086918,0.160830930437741,2.0730035033202e-98,0.975405917273124,2024-07-29,"160000",14,16H 0M 0S,31.36,766,160,"25-20",NA,NA,NA,NA,NA,"25-20",NA,NA,NA,0.0011224164400832,4.03601740411074e-05,"72.378",61.789,1.8165311626393e-05,0.0653951218550147
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T160300_15",564.31303500418,0.157802336916473,1.34139286071934e-96,0.973636275342837,2024-07-29,"160300",15,16H 3M 0S,31.36,766,160,"25-20",NA,NA,NA,NA,NA,"25-20",NA,NA,NA,0.00110128031191837,3.96001550492041e-05,"72.034",61.495,1.79084529135437e-05,0.0644704304887572
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161000_25",564.576595887265,0.179336579417818,7.55958075193846e-99,0.975815872747745,2024-07-29,"161000",25,16H 10M 0S,31.36,766,160,"35-50",NA,NA,NA,NA,NA,"35-50",NA,NA,NA,0.00125156476119975,4.50041266163161e-05,"72.928",62.259,2.01025516182359e-05,0.0723691858256494
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161300_21",521.549776416706,0.112176319554822,1.30098417733785e-102,0.979068268023854,2024-07-29,"161300",21,16H 13M 0S,31.36,766,160,"35-90",NA,NA,NA,NA,NA,"35-90",NA,NA,NA,0.000782862754780236,2.81504047026334e-05,"73.335",62.606,1.25045962811909e-05,0.0450165466122871
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161600_27",518.382552833413,0.207782923194357,1.47103905393374e-135,0.994087807702818,2024-07-29,"161600",27,16H 16M 0S,31.36,766,160,"35-50",NA,NA,NA,NA,NA,"35-50",NA,NA,NA,0.00145008779298315,5.21426750443421e-05,"72.610",61.987,2.33934178615379e-05,0.0842163043015366
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161900_19",502.802973567598,0.144092739763599,2.16967823448289e-117,0.988127559579388,2024-07-29,"161900",19,16H 19M 0S,31.36,766,160,"35-90",NA,NA,NA,NA,NA,"35-90",NA,NA,NA,0.00100560296186249,3.61597613039372e-05,"73.178",62.472,1.60968587825345e-05,0.0579486916171242
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T162300_20",538.279097095046,0.0992343095819518,1.69763569383731e-101,0.978152853995273,2024-07-29,"162300",20,16H 23M 0S,31.36,766,160,"35-90",NA,NA,NA,NA,NA,"35-90",NA,NA,NA,0.000692542287680201,2.49026352995398e-05,"73.160",62.457,1.10883053569688e-05,0.0399178992850877
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T162700_31",609.414411613867,0.342479216577831,6.02018631099744e-107,0.982275563546563,2024-07-29,"162700",31,16H 27M 0S,31.36,766,160,"35-20",NA,NA,NA,NA,NA,"35-20",NA,NA,NA,0.00239011427731917,8.59444184580789e-05,"71.340",60.903,3.92446066256042e-05,0.141280583852175
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163100_32",663.274277994587,0.298507753923224,7.18478800266031e-86,0.960210208449499,2024-07-29,"163100",32,16H 31M 0S,31.36,766,160,"35-20",NA,NA,NA,NA,NA,"35-20",NA,NA,NA,0.00208324362474193,7.49098750356681e-05,"72.029",61.491,3.38788379558298e-05,0.121963816640987
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163400_33",641.460713301456,0.465497173031613,2.77837329932458e-78,0.946767386145752,2024-07-29,"163400",33,16H 34M 0S,31.36,766,160,"35-20",NA,NA,NA,NA,NA,"35-20",NA,NA,NA,0.00324863929096768,0.000116815508484994,"73.469",62.72,5.17959070626225e-05,0.186465265425441
"29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163800_26",558.193322416488,0.10975234038616,3.27445994936655e-87,0.962205859017878,2024-07-29,"163800",26,16H 38M 0S,31.36,766,160,"35-50",NA,NA,NA,NA,NA,"35-50",NA,NA,NA,0.000765946145133573,2.75421123744543e-05,"72.772",62.125,1.2329113000138e-05,0.0443848068004968
