"...1","Model","Intercept_CO2","TIME_CO2","TIME_CO2_pvalue","Intercept_CH4","TIME_CH4","TIME_CH4_pvalue","Date","TimeLog","JarID","Time","T.Air","A.Pressure","Volume","Area","Label","STAGE_1","STAGE_2","STAGE_3","PRE_WET","three_min","one_hour","four_hour","eight_hour","tweny_four_hour","TIME_CO2_mol_per_mol_per_s","TIME_CH4_mol_per_mol_per_s","finalC02_flux","finalCH4_flux","finalC02_flux_byarea","finalCH4_flux_byarea"
193,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T161100_33",-37855.99289,0.662345432,6.8857104226305e-76,1558.84532,0.006773952,1.15903097264374e-28,"7/23/24","161100","33","16H 11M 0S",31.79,767.8,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,6.62345432e-07,6.773952e-09,4.27887933777453e-09,4.37610374398663e-11,1.53861177194338e-10,1.57357200431019e-12
194,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T161500_34",-29117.02577,0.509992694,4.95029485478078e-77,1606.937283,0.005896617,1.21586652463311e-32,"7/23/24","161500","34","16H 15M 0S",31.79,767.8,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,5.09992694e-07,5.896617e-09,3.29465124290699e-09,3.80932839951556e-11,1.18470019522006e-10,1.36976929144752e-12
195,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T162000_35",-55853.15106,0.964763609,1.54514357185863e-65,1287.118585,0.011347064,3.84045031201722e-34,"7/23/24","162000","35","16H 20M 0S",31.79,767.8,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,9.64763609e-07,1.1347064e-08,6.23255913447121e-09,7.33042236698104e-11,2.24112158736829e-10,2.63589441459225e-12
196,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T162500_36",-55654.39406,0.954140195,2.17218781847589e-66,1150.072678,0.01355818,7.40528211136023e-36,"7/23/24","162500","36","16H 25M 0S",31.79,767.8,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,9.54140195e-07,1.355818e-08,6.16392982948157e-09,8.75884598232238e-11,2.21644366396317e-10,3.14953109756289e-12
197,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T163000_84",-689.6864715,0.021016453,1.13734317857309e-34,1827.281271,0.001927163,2.71327074526342e-10,"7/23/24","163000","84","16H 30M 0S",31.79,767.8,160,27.8,"BLANK",NA,"BLANK",NA,NA,NA,NA,NA,NA,NA,2.1016453e-08,1.927163e-09,1.35770343011907e-10,1.2449844964317e-11,4.88206914821671e-12,4.47675115581338e-13
198,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T163700_85",-324.5636105,0.015668837,1.00448073797265e-23,1838.052763,0.00179092,1.48908407411883e-08,"7/23/24","163700","85","16H 37M 0S",31.79,767.8,160,27.8,"BLANK",NA,"BLANK",NA,NA,NA,NA,NA,NA,NA,1.5668837e-08,1.79092e-09,1.01223711445868e-10,1.15696888864588e-11,3.63983140761842e-12,4.16026209509486e-13
199,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T140900_01",-22708.42061,0.457629431,7.56645322647652e-135,1688.74255,0.005435875,2.21398830600238e-29,"7/25/24","140900","01","14H 9M 0S",31.41,767.3,160,27.8,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,4.57629431e-07,5.435875e-09,2.958135503407e-09,3.51377200422727e-11,1.06369489514815e-10,1.26349227048805e-12
200,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T141200_02",-29095.98233,0.580865303,5.13018771186594e-152,1948.745482,0.000179069,0.556428638,"7/25/24","141200","02","14H 12M 0S",31.41,767.3,160,27.8,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,5.80865303e-07,1.79069e-10,3.75473725924233e-09,1.15750939641727e-12,1.35013925179516e-10,4.16220566852668e-14
201,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T141500_03",-34563.23232,0.686672356,6.24574762120638e-149,1995.756999,-0.000787553,0.011162027,"7/25/24","141500","03","14H 15M 0S",31.41,767.3,160,27.8,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,6.86672356e-07,-7.87553e-10,4.43867841072427e-09,-5.09077505138584e-12,1.59607278343196e-10,-1.83055557403302e-13
202,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T141800_07",-79495.33914,1.557255197,1.57358941856245e-116,-226.5642636,0.042521239,5.44747609595933e-71,"7/25/24","141800","07","14H 18M 0S",31.41,767.3,160,27.8,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,1.557255197e-06,4.2521239e-08,1.006616177645e-08,2.74859041429865e-10,3.61961948092413e-10,9.88346067708972e-12
203,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T142100_09",-83542.88892,1.628546182,2.93410434825944e-118,-1271.689003,0.062484362,2.0393129012458e-72,"7/25/24","142100","09","14H 21M 0S",31.41,767.3,160,27.8,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,1.628546182e-06,6.2484362e-08,1.05269896417832e-08,4.03901491291839e-10,3.78532529370125e-10,1.45236063031945e-11
204,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T143100_check_03",-36051.19635,0.701469933,5.40806547095453e-78,723.0859331,0.023726535,5.2051037796007e-35,"7/25/24","143100","ch03","14H 31M 0S",31.41,767.3,160,27.8,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,7.01469933e-07,2.3726535e-08,4.53433055834172e-09,1.53369300140858e-10,1.63046765851914e-10,5.5148975239431e-12
205,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T143500_08",-104820.9376,2.009600718,4.73139392719526e-112,-938.0674941,0.055172906,7.93821080745568e-68,"7/25/24","143500","08","14H 35M 0S",31.41,767.3,160,27.8,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,2.009600718e-06,5.5172906e-08,1.29901418678381e-08,3.56639938362569e-10,4.67103267451926e-10,1.28241617534185e-11
206,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T144500_10",-147867.6735,2.797256872,3.74775462535603e-113,-1210.050061,0.059697576,3.40363449982892e-69,"7/25/24","144500","10","14H 45M 0S",31.41,767.3,160,27.8,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,2.797256872e-06,5.9697576e-08,1.80815837109314e-08,3.85887591729077e-10,6.50182801543741e-10,1.38758573077698e-11
207,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T144900_11",-121538.7354,2.292768195,1.50229201952733e-109,-1025.843193,0.056060254,8.9022492383151e-65,"7/25/24","144900","11","14H 49M 0S",31.41,767.3,160,27.8,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,2.292768195e-06,5.6060254e-08,1.48205481100535e-08,3.62375792407055e-10,5.32921542972077e-10,1.30304132472871e-11
208,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T145200_34",-45746.8283,0.867421164,2.51211165203694e-73,1181.675161,0.014685498,2.74891051071188e-32,"7/25/24","145200","34","14H 52M 0S",31.41,767.3,160,27.8,"35-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,8.67421164e-07,1.4685498e-08,5.60704615528766e-09,9.49276643420527e-11,2.01619782642491e-10,3.4134363301709e-12
209,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T150300_13",-30433.55946,0.574039628,1.33762599434607e-75,1733.352849,0.004650481,1.13316382698239e-17,"7/25/24","150300","13","15H 3M 0S",31.41,767.3,160,27.8,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,5.74039628e-07,4.650481e-09,3.71061581471876e-09,3.00609008558711e-11,1.33427393553354e-10,1.08093854210252e-12
210,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T150600_14",-17468.11055,0.333152442,2.13809991228746e-101,2040.986227,-0.001424158,0.000110306,"7/25/24","150600","14","15H 6M 0S",31.41,767.3,160,27.8,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,3.33152442e-07,-1.424158e-09,2.15351111613043e-09,-9.20581600937531e-12,7.74365737551395e-11,-3.3102538688872e-13
211,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T150900_15",-23749.38169,0.447478661,1.41777226274263e-87,1896.42058,0.001283487,0.000285693,"7/25/24","150900","15","15H 9M 0S",31.41,767.3,160,27.8,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,4.47478661e-07,1.283487e-09,2.89252050775801e-09,8.29651286755057e-12,1.04010086578857e-10,2.9832840228517e-13
212,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T151200_22",-54013.25717,0.999570559,3.21512717911888e-131,1357.851594,0.011117768,1.78068700453641e-56,"7/25/24","151200","22","15H 12M 0S",31.41,767.3,160,27.8,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,9.99570559e-07,1.1117768e-08,6.46126529117024e-09,7.18657105762988e-11,2.32336040674946e-10,2.58416794592948e-12
213,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T151600_06",-37506.07143,0.693157273,1.2244971282287e-141,2343.528696,-0.007095839,4.47633567744103e-38,"7/25/24","151600","06","15H 16M 0S",31.41,767.3,160,27.8,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,6.93157273e-07,-7.095839e-09,4.48059718149133e-09,-4.58677957545087e-11,1.61114605591202e-10,-1.64932742734659e-12
214,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T151900_05",-29406.65517,0.543910456,5.71357513427e-171,2767.817528,-0.014722177,3.48397014046007e-80,"7/25/24","151900","05","15H 19M 0S",31.41,767.3,160,27.8,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,5.43910456e-07,-1.4722177e-08,3.51585960512206e-09,-9.51647589097958e-11,1.26424293603814e-10,-3.42196184501243e-12
215,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T152500_04",-27746.41301,0.510909276,1.02243126167525e-111,1991.280288,-0.00066076,0.029641933,"7/25/24","152500","04","15H 25M 0S",31.41,767.3,160,27.8,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,5.10909276e-07,-6.6076e-10,3.30253861744213e-09,-4.27117987354972e-12,1.18753636010145e-10,-1.53584317639328e-13
216,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T152900_30",-85053.22048,1.53753755,5.77935389422432e-109,-1620.646573,0.064292729,6.1056295964785e-62,"7/25/24","152900","30","15H 29M 0S",31.41,767.3,160,27.8,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,1.53753755e-06,6.4292729e-08,9.93870609356945e-09,4.15590850112577e-10,3.57378859891027e-10,1.49439356387119e-11
217,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T153200_36",-42608.12029,0.775297005,2.34030850090197e-80,1231.011404,0.013204702,5.44495899068138e-36,"7/25/24","153200","36","15H 32M 0S",31.41,767.3,160,27.8,"35-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,7.75297005e-07,1.3204702e-08,5.01155179456895e-09,8.53557379663142e-11,1.80206824687844e-10,3.06924624114758e-12
218,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T153500_28",-126478.8043,2.267849951,9.91419475755267e-105,-487.0407844,0.043658768,1.80013256113458e-61,"7/25/24","153500","28","15H 35M 0S",31.41,767.3,160,27.8,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,2.267849951e-06,4.3658768e-08,1.46594755538197e-08,2.82212075769685e-10,5.2712964954404e-10,1.01478632063892e-11
219,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T153500_85",-126478.8043,2.267849951,9.91419475755267e-105,-487.0407844,0.043658768,1.80013256113458e-61,"7/25/24","153500","85","15H 35M 0S",31.41,767.3,160,27.8,"BLANK",NA,NA,"BLANK",NA,NA,NA,NA,NA,NA,2.267849951e-06,4.3658768e-08,1.46594755538197e-08,2.82212075769685e-10,5.2712964954404e-10,1.01478632063892e-11
220,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T153800_12",-145788.1305,2.604865852,1.69706838206353e-104,-213.4924655,0.038695827,2.5001449828575e-55,"7/25/24","153800","12","15H 38M 0S",31.41,767.3,160,27.8,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,2.604865852e-06,3.8695827e-08,1.68379602281605e-08,2.5013142059562e-10,6.05464229707319e-10,8.99429775604531e-12
221,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T154100_16",-47380.00764,0.852588637,1.31614480615815e-79,1058.407477,0.016152944,3.92134182100043e-35,"7/25/24","154100","16","15H 41M 0S",31.41,767.3,160,27.8,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,8.52588637e-07,1.6152944e-08,5.51116808942974e-09,1.04413295767564e-10,1.9817217150053e-10,3.75452340048775e-12
222,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T154400_17",-57226.54828,1.02325334,3.1959846624885e-73,979.9491528,0.017439537,5.91990862013736e-31,"7/25/24","154400","17","15H 44M 0S",31.41,767.3,160,27.8,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,1.02325334e-06,1.7439537e-08,6.61435176365175e-09,1.1272988594713e-10,2.37840768200351e-10,4.05357374854837e-12
223,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T154700_29",-115152.8769,2.038756074,1.78682500355476e-114,-2123.595094,0.071949865,9.58103040338119e-73,"7/25/24","154700","29","15H 47M 0S",31.41,767.3,160,27.8,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,2.038756074e-06,7.1949865e-08,1.31786032906745e-08,4.65086892809219e-10,4.73880017643814e-10,1.67237286159374e-11
224,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T155300_23",-68480.57876,1.208881297,6.70841726294019e-131,1240.60711,0.012550451,5.96820007796491e-72,"7/25/24","155300","23","15H 53M 0S",31.41,767.3,160,27.8,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,1.208881297e-06,1.2550451e-08,7.81425852844768e-09,8.11266325370362e-11,2.80987361684562e-10,2.91717484850903e-12
225,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T155700_24",-54122.00466,0.954083861,3.36242870337185e-141,-23321.65243,0.440289603,1.50874045658785e-195,"7/25/24","155700","24","15H 57M 0S",31.41,767.3,160,27.8,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,9.54083861e-07,4.40289603e-07,6.16723740054152e-09,2.84605014054543e-09,2.21763300990346e-10,1.02339091713248e-10
226,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T160100_31",-76340.85496,1.335909785,3.53986787210077e-77,137.945103,0.031807376,1.48899059804159e-36,"7/25/24","160100","31","16H 1M 0S",31.41,767.3,160,27.8,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.335909785e-06,3.1807376e-08,8.63537591042154e-09,2.0560418942071e-10,3.10513337303903e-10,7.39317473645129e-12
227,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T160400_25",-213855.4587,3.710238106,2.25097884085365e-92,240.7815292,0.029766705,5.58935775741112e-45,"7/25/24","160400","25","16H 4M 0S",31.41,767.3,160,27.8,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,3.710238106e-06,2.9766705e-08,2.39831320364799e-08,1.92413207969447e-10,8.62392378154617e-10,6.91884962133935e-12
228,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T160700_20",-75732.32416,1.317200092,1.07169434302862e-134,-3751.306082,0.098496601,6.71051004342647e-82,"7/25/24","160700","20","16H 7M 0S",31.41,767.3,160,27.8,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.317200092e-06,9.8496601e-08,8.51443568374031e-09,6.36686088450054e-10,3.06164533755495e-10,2.28941419795057e-11
229,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T161100_19",-88317.62515,1.528258554,1.51906206253613e-159,-21916.35156,0.410432554,3.47566804633167e-173,"7/25/24","161100","19","16H 11M 0S",31.41,767.3,160,27.8,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.528258554e-06,4.10432554e-07,9.87872628098705e-09,2.65305294523641e-09,3.55222088492882e-10,9.5399242906739e-11
230,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T161600_33",-67304.96053,1.162257067,1.79130894767738e-74,1765.641712,0.004072255,2.57726908809344e-21,"7/25/24","161600","33","16H 16M 0S",31.41,767.3,160,27.8,"35-20-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.162257067e-06,4.072255e-09,7.51287758408701e-09,2.6323224160001e-11,2.70150218773355e-10,9.46538085580761e-13
231,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T161900_84",-1051.576263,0.027190658,1.86789089093507e-35,1840.510099,0.002239864,5.15316805794038e-15,"7/25/24","161900","84","16H 19M 0S",31.41,767.3,160,27.8,"BLANK",NA,NA,"BLANK",NA,NA,NA,NA,NA,NA,2.7190658e-08,2.239864e-09,1.75761533988398e-10,1.44785732131009e-11,6.3200839262279e-12,5.20624711006866e-13
232,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T162200_82",-761.7448383,0.021939257,1.40611610277341e-30,1835.734817,0.002155601,3.36010884350902e-12,"7/25/24","162200","82","16H 22M 0S",31.41,767.3,160,27.8,"BLANK",NA,NA,"BLANK",NA,NA,NA,NA,NA,NA,2.1939257e-08,2.155601e-09,1.41816261485312e-10,1.39338937081598e-11,5.09947002823848e-12,5.01038968290535e-13
233,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T162500_26",-130821.9457,2.224370678,1.72029645446069e-113,-472.9225295,0.041194748,3.7802376223267e-67,"7/25/24","162500","26","16H 25M 0S",31.41,767.3,160,27.8,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,2.224370678e-06,4.1194748e-08,1.4378423741128e-08,2.66284548933883e-10,5.17023507412011e-10,9.57513660316013e-12
234,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T162900_21",-105927.4634,1.797833101,2.50138757760945e-137,1263.609158,0.011701865,8.45130985915121e-80,"7/25/24","162900","21","16H 29M 0S",31.41,767.3,160,27.8,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.797833101e-06,1.1701865e-08,1.16212672634431e-08,7.56413376581451e-11,4.17880879663543e-10,2.71993303337451e-12
235,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T163200_83",-940.6527949,0.025553854,2.9449560075806e-39,1783.990996,0.002864177,1.23471494065231e-17,"7/25/24","163200","83","16H 32M 0S",31.41,767.3,160,27.8,"BLANK",NA,NA,"BLANK",NA,NA,NA,NA,NA,NA,2.5553854e-08,2.864177e-09,1.65181165470713e-10,1.85141581764696e-11,5.9396319838444e-12,6.65737438923753e-13
236,"25-July-2024 (Day 10)/TG10-01136-2024-07-25T163900_32",-94674.51826,1.592239149,5.03636398429759e-67,1304.417042,0.010941003,9.09529280811534e-28,"7/25/24","163900","32","16H 39M 0S",31.41,767.3,160,27.8,"35-20-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,1.592239149e-06,1.0941003e-08,1.02922994840589e-08,7.0723094330842e-11,3.70093472997442e-10,2.54308142146142e-12
237,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T090100_01",-10067.1094,0.327880301,2.98767390007119e-145,1944.740594,0.001037258,0.002305965,"7/26/24","090100","01","9H 1M 0S",31.17,766.5,160,27.8,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,3.27880301e-07,1.037258e-09,2.11889175733286e-09,6.70317008897576e-12,7.61917208677764e-11,2.41034523156266e-13
238,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T090600_02",-13164.72196,0.420866766,1.65725591071414e-150,2124.202375,-0.004463826,2.51557752730636e-18,"7/26/24","090600","02","9H 6M 0S",31.17,766.5,160,27.8,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,4.20866766e-07,-4.463826e-09,2.71980694995378e-09,-2.884700327748e-11,9.77996026592515e-11,-1.03728886290831e-12
239,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T090900_03",-21721.70938,0.676362997,5.61936950038163e-130,1963.240747,0.000136519,0.707652283,"7/26/24","090900","03","9H 9M 0S",31.17,766.5,160,27.8,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,6.76362997e-07,1.36519e-10,4.37092431273647e-09,8.82239594562666e-13,1.57170956948453e-10,3.1723825766367e-14
240,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T091400_07",-42993.5972,1.312358203,5.32210455385966e-116,1579.835763,0.011963216,2.11374010515617e-44,"7/26/24","091400","07","9H 14M 0S",31.17,766.5,160,27.8,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,1.312358203e-06,1.1963216e-08,8.48097604681919e-09,7.73110177594738e-11,3.04961382481812e-10,2.77997187196957e-12
241,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T091700_08",-45079.3456,1.366180214,5.31248658564022e-118,1433.515888,0.016191923,5.98391137000427e-65,"7/26/24","091700","08","9H 17M 0S",31.17,766.5,160,27.8,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,1.366180214e-06,1.6191923e-08,8.82879509884263e-09,1.04638589373713e-10,3.17468360260432e-10,3.76262457294904e-12
242,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T092100_09",-48784.40495,1.467200204,1.84558272853958e-119,1074.245755,0.02663262,2.59640841168391e-71,"7/26/24","092100","09","9H 21M 0S",31.17,766.5,160,27.8,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,1.467200204e-06,2.663262e-08,9.48162609687458e-09,1.72110489169578e-10,3.40943045554642e-10,6.18879860372447e-12
243,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T092400_13",-17686.33747,0.540606456,6.21824781575368e-78,1511.423845,0.013674976,4.73837681513757e-32,"7/26/24","092400","13","9H 24M 0S",31.17,766.5,160,27.8,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,5.40606456e-07,1.3674976e-08,3.49361202879746e-09,8.83730856649565e-11,1.25624308838456e-10,3.1777448998546e-12
244,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T092700_14",-24670.07561,0.745230904,2.73165831469909e-78,1757.853264,0.006438017,1.50224814641416e-30,"7/26/24","092700","14","9H 27M 0S",31.17,766.5,160,27.8,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,7.45230904e-07,6.438017e-09,4.81597587588928e-09,4.16050037567485e-11,1.73174249402707e-10,1.49604472336385e-12
245,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T093000_15",-29484.85713,0.881814332,6.69207558843794e-76,1706.258738,0.007823515,8.89611418782968e-31,"7/26/24","093000","15","9H 30M 0S",31.17,766.5,160,27.8,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,8.81814332e-07,7.823515e-09,5.69863182958583e-09,5.05586380039038e-11,2.04913046730882e-10,1.8180020857211e-12
246,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T093300_04",-21434.7619,0.641121109,3.40690051965238e-105,2000.744703,-0.00097029,0.00239728,"7/26/24","093300","04","9H 33M 0S",31.17,766.5,160,27.8,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,6.41121109e-07,-9.7029e-10,4.14317733992871e-09,-6.27039647381104e-12,1.48981565621313e-10,-2.25472724696549e-13
247,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T093600_05",-25852.54634,0.763921311,4.99334983131161e-156,2626.908927,-0.019075114,1.89921236326019e-88,"7/26/24","093600","05","9H 36M 0S",31.17,766.5,160,27.8,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,7.63921311e-07,-1.9075114e-08,4.93676065378754e-09,-1.23270906185928e-10,1.77517463278948e-10,-4.43261079417215e-12
248,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T094000_06",-22429.69938,0.660569699,6.68879732117672e-150,2405.06623,-0.012578241,6.03082224567586e-73,"7/26/24","094000","06","9H 40M 0S",31.17,766.5,160,27.8,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,6.60569699e-07,-1.2578241e-08,4.26886179525299e-09,-8.12855517558106e-11,1.53500963511434e-10,-2.92288931160772e-12
249,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T094300_35",-37239.75868,1.084664154,2.90952166944482e-73,1814.580716,0.004650702,3.40402639806305e-22,"7/26/24","094300","35","9H 43M 0S",31.17,766.5,160,27.8,"35-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,1.084664154e-06,4.650702e-09,7.00952734389805e-09,3.00546696570571e-11,2.52050605677743e-10,1.08071447885858e-12
250,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T094600_34",-21451.05211,0.628455904,2.2304579297744e-92,1919.393084,0.00168772,2.669756657915e-13,"7/26/24","094600","34","9H 46M 0S",31.17,766.5,160,27.8,"35-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,6.28455904e-07,1.68772e-09,4.06132979252319e-09,1.09067119487786e-11,1.46038467908062e-10,3.92186693591463e-13
251,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T094900_36",-27397.9132,0.792849634,4.09106832034755e-75,1691.381702,0.007900542,3.01029481688429e-35,"7/26/24","094900","36","9H 49M 0S",31.17,766.5,160,27.8,"35-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,7.92849634e-07,7.900542e-09,5.12370688072223e-09,5.10564168423832e-11,1.84239729619642e-10,1.83590136074733e-12
252,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T095200_30",-47776.63564,1.363309866,4.67267526364435e-107,1356.271432,0.017635855,1.74358414160341e-58,"7/26/24","095200","30","9H 52M 0S",31.17,766.5,160,27.8,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,1.363309866e-06,1.7635855e-08,8.8102457785592e-09,1.13969847163882e-10,3.16801358452326e-10,4.09816063156712e-12
253,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T095500_10",-75908.37394,2.143935005,3.32904263261112e-114,1173.254487,0.022490706,4.87931357662218e-62,"7/26/24","095500","10","9H 55M 0S",31.17,766.5,160,27.8,"25-50-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,2.143935005e-06,2.2490706e-08,1.38549531536263e-08,1.4534380813563e-10,4.98200401065311e-10,5.22631456798383e-12
254,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T095800_11",-60526.50854,1.70371196,1.51466077244877e-109,975.0252972,0.027778508,3.21382712058546e-60,"7/26/24","095800","11","9H 58M 0S",31.17,766.5,160,27.8,"25-50-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,1.70371196e-06,2.7778508e-08,1.10100582984197e-08,1.79515669141114e-10,3.95902851435446e-10,6.45507620068732e-12
255,"26-July-2024 (Day 11)/TG10-01136-2024-07-26T100200_12",-88995.45599,2.485116767,8.29039961504324e-106,1491.224532,0.013267552,2.19640049652477e-54,"7/26/24","100200","12","10H 2M 0S",31.17,766.5,160,27.8,"25-50-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,2.485116767e-06,1.3267552e-08,1.60598041954524e-08,8.57401511681091e-11,5.77483070674304e-10,3.08306908191691e-12
