Model,Intercept_CO2,TIME_CO2,TIME_CO2_pvalue,TIME_CO2_r2,Date,TimeLog,JarID,Time,T.Air,A.Pressure,Volume,Label,STAGE_1,STAGE_2,STAGE_3,one_hour,two_min,four_hour,eight_hour,PRE_WET,twenty_four_hour,finalC02_flux,finalC02_flux_byarea,Original dried down (14%) soil wt (g),dry_soil,finalC02flux_gSoil,finalC02flux_gSoil_hr,treatment,Date_corr,Hours
26-July-2024 (Day 11)/TG10-01136-2024-07-26T090900_03,557.687732858567,0.676362996724113,5.6193694984720095e-130,0.993544376136253,2024-07-26,090900,3,9H 9M 0S,31.17,766.5,160,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00472627228380564,1.6994866176935e-4,73.713,62.929,7.51048369401332e-5,0.27037741298448,90-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T091400_07,629.189487345889,1.31235820349546,5.3221045538179e-116,0.987930628841238,2024-07-26,091400,7,9H 14M 0S,31.17,766.5,160,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00917046354346254,3.2975417272429e-4,73.378,62.643,1.4639247072238e-4,0.527012894600596,50-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T091700_08,578.397150891265,1.36618021390374,5.312486585872159e-118,0.9892479812349,2024-07-26,091700,8,9H 17M 0S,31.17,766.5,160,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00954655962985909,3.4327794425958e-4,73.755,62.965,1.5161692416198e-4,0.545820926983129,50-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T092100_09,601.553928656637,1.46720020421583,1.8455827284010798e-119,0.98903423588516,2024-07-26,092100,9,9H 21M 0S,31.17,766.5,160,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.0102524645694179,3.6866107764897e-4,72.528,61.917,1.6558400066892e-4,0.596102402408133,50-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T092400_13,607.784991193606,0.5406064557648,6.21824781572786e-78,0.947358827854078,2024-07-26,092400,13,9H 24M 0S,31.17,766.5,160,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00377763615204067,1.3583733017046e-4,71.429,60.979,6.19497884852272e-5,0.223019238546818,20-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T092700_14,682.679731811408,0.745230903671589,2.7316583146263897e-78,0.948081250550552,2024-07-26,092700,14,9H 27M 0S,31.17,766.5,160,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00520750570642933,1.8725299196078e-4,72.378,61.789,8.42788474717074e-5,0.303403850898147,20-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T093000_15,673.193026495187,0.88181433211839,6.69207558816487e-76,0.941674995408867,2024-07-26,093000,15,9H 30M 0S,31.17,766.5,160,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00616191994171693,2.2157209427245e-4,72.034,61.495,1.0020196669187e-4,0.360727080090754,20-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T093300_04,606.981808509654,0.64112110858136,3.4069005197832203e-105,0.98104252649404,2024-07-26,093300,4,9H 33M 0S,31.17,766.5,160,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.00448000990699792,1.610934882056e-4,73.815,63.016,7.10932129458855e-5,0.255935566605188,90-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T093600_05,548.574159076865,0.763921310814517,4.993349830746759e-156,0.99730470577163,2024-07-26,093600,5,9H 36M 0S,31.17,766.5,160,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.00533811006190192,1.9194930103926e-4,73.879,63.071,8.4636521727924407e-05,0.304691478220528,90-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T094000_06,558.126159826979,0.660569699392968,6.688797321804469e-150,0.996590273346205,2024-07-26,094000,6,9H 40M 0S,31.17,766.5,160,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.00461591227918147,1.6598030489685e-4,74.342,63.466,7.27304742567906e-5,0.261829707324446,90-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T094300_35,701.793428152705,1.08466415417304,2.90952166952409e-73,0.935463967636434,2024-07-26,094300,35,9H 43M 0S,31.17,766.5,160,35-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00757938881035001,2.7254184862819e-4,71.223,60.803,1.2465484943752e-4,0.4487574579751,20-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T094600_34,645.457479521132,0.628455904226374,2.23045792975005e-92,0.941257713573117,2024-07-26,094600,34,9H 46M 0S,31.17,766.5,160,35-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00439150831155047,1.5791112231393e-4,70.889,60.518,7.25653245571643e-5,0.261235168405791,20-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T094900_36,621.39285234336,0.79284963370024,4.0910683202001493e-75,0.939889183185617,2024-07-26,094900,36,9H 49M 0S,31.17,766.5,160,35-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00554025466669842,1.992180750341e-4,68.1,58.137,9.52965351961474e-5,0.343067526706131,20-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T095200_30,648.130802835891,1.36330986613619,4.6726752636269486e-107,0.982350246915623,2024-07-26,095200,30,9H 52M 0S,31.17,766.5,160,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00952650228614811,3.4255671651018e-4,73.503,62.75,1.5181676950036e-4,0.546540370201326,50-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T095500_10,630.105721727838,2.14393500451059,3.32904263288195e-114,0.986583687439961,2024-07-26,095500,10,9H 55M 0S,31.17,766.5,160,25-50-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.0149813349328338,5.3870316191419e-4,72.996,62.317,2.4040526554285e-4,0.865458955954263,50-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T095800_11,602.676574338859,1.70371195984416,1.5146607724182398e-109,0.983958057684731,2024-07-26,095800,11,9H 58M 0S,31.17,766.5,160,25-50-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.0119051554481833,4.2808901287965e-4,72.345,61.761,1.9276170152982e-4,0.693942125507357,50-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T100200_12,766.961612075831,2.48511676651653,8.290399614824539e-106,0.981483780312937,2024-07-26,100200,12,10H 2M 0S,31.17,766.5,160,25-50-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.0173654362413304,6.244313643053e-4,72.647,62.019,2.8000187428579e-4,1.00800674742885,50-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T100500_22,594.700892667726,0.492113914764673,2.1621113361738997e-142,0.995451435807703,2024-07-26,100500,22,10H 5M 0S,31.17,766.5,160,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00343878119751143,1.2365268599465e-4,67.02,57.215,6.0102791182582e-5,0.216370048257295,90-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T100800_24,542.223739413326,0.972234742466648,4.9682543385381394e-148,0.99633647138918,2024-07-26,100800,24,10H 8M 0S,31.17,766.5,160,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00679375740383288,2.4429188794796e-4,72.877,62.215,1.0919806162232e-4,0.393113021840366,90-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T101400_28,699.740806877249,2.37532234378976,4.21406032165438e-105,0.980975237879147,2024-07-26,101400,28,10H 14M 0S,31.17,766.5,160,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.0165982175443241,5.9684349314362e-4,72.627,62.002,2.6770455056811e-4,0.963736382045203,50-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T101700_17,663.144753510166,0.541534252414736,1.38703921638661e-85,0.959771736558603,2024-07-26,101700,17,10H 17M 0S,31.17,766.5,160,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.0037841193860627,1.360704561691e-4,72.218,61.653,6.13777007779459e-5,0.220959722800605,20-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T102000_16,596.12530017745,0.701233281893854,2.6197613724925896e-77,0.944739939889094,2024-07-26,102000,16,10H 20M 0S,31.17,766.5,160,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.00490006023503509,1.7619777903758e-4,72.361,61.775,7.93210883858371e-5,0.285555918189013,20-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T102700_29,690.854533578304,1.90740546095611,1.46734846173074e-110,0.984570111250719,2024-07-26,102700,29,10H 27M 0S,31.17,766.5,160,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.0133285197560469,4.792707571394e-4,72.817,62.164,2.1440897876659e-4,0.771872323559757,50-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T103000_18,628.31412880798,0.680190611358764,4.21606662354617e-80,0.950354884614652,2024-07-26,103000,18,10H 30M 0S,31.17,766.5,160,25-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00475301879277857,1.709104204523e-4,72.434,61.837,7.68636705011331e-5,0.276709213804079,20-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T104000_20,628.580928332799,1.44591969493194,1.1437378641968299e-127,0.991997001010342,2024-07-26,104000,20,10H 40M 0S,31.17,766.5,160,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.0101037611635532,3.6331395769698e-4,73.16,62.457,1.6177147739329e-4,0.582377318615872,90-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T104300_25,572.674816346956,3.8564684737281,4.15492036404468e-91,0.97855337084182,2024-07-26,104300,25,10H 43M 0S,31.17,766.5,160,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.0269481331016487,9.6900874151919e-4,72.928,62.259,4.3283915741738e-4,1.55822096670257,50-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T104900_23,578.59846596578,0.999432405689548,4.44660467011133e-137,0.998373930434857,2024-07-26,104900,23,10H 49M 0S,31.17,766.5,160,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00698380854870221,2.5112580182316e-4,73.203,62.493,1.1175345316599e-4,0.402312431397564,90-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T105300_26,647.94734970805,2.54825553745444,9.929583009504891e-111,0.984670201288227,2024-07-26,105300,26,10H 53M 0S,31.17,766.5,160,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.0178066357518931,6.4029614354164e-4,72.772,62.125,2.8662592759586e-4,1.03185333934512,50-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T105700_31,687.721849223946,1.07978532553921,4.49802940002933e-72,0.932452262484602,2024-07-26,105700,31,10H 57M 0S,31.17,766.5,160,35-20-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.0075452966547158,2.7131595306421e-4,71.34,60.903,1.2389039381829e-4,0.446005417745873,20-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T110100_32,686.093621870261,1.03543880960012,1.28367494773445e-72,0.933848452715054,2024-07-26,110100,32,11H 1M 0S,31.17,766.5,160,35-20-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.00723541318950352,2.6017307405622e-4,72.029,61.491,1.1766621439728e-4,0.42359837183023,20-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T110400_21,557.966706484348,1.71131911532907,1.6228985379007197e-140,0.995112013443231,2024-07-26,110400,21,11H 4M 0S,31.17,766.5,160,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.0119583125373515,4.300004508217e-4,73.335,62.606,1.9100904925009e-4,0.687632577300345,90-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T110700_19,553.070698328933,1.19874744978042,2.0652292398901398e-155,0.997240170693029,2024-07-26,110700,19,11H 7M 0S,31.17,766.5,160,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.00837657718506277,3.0120737810365e-4,73.178,62.472,1.3408530517772e-4,0.482707098639806,90-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T111100_27,718.607311918208,2.39933649680623,2.0014258599299297e-104,0.98047483412534,2024-07-26,111100,27,11H 11M 0S,31.17,766.5,160,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.0167660230368932,6.0287749143808e-4,72.61,61.987,2.7047643920327e-4,0.973715181131781,50-35,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T111800_33,583.324753855146,1.22836414452487,3.34410625763608e-68,0.929873780528038,2024-07-26,111800,33,11H 18M 0S,31.17,766.5,160,35-20-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.00858353197736599,3.0864911820805e-4,73.469,62.72,1.3685478280239e-4,0.492677218088609,20-35,2024-07-26,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T125700_01,537.120111755534,0.0469265385472138,1.2478983271046101e-58,0.903243346113137,2024-07-29,125700,1,12H 57M 0S,32.59,766,160,25-90,NA,NA,NA,25-90,NA,NA,NA,NA,NA,3.2617619580371e-4,1.17287377131864e-5,74.469,63.574,5.13065397495383e-6,0.0184703543098338,90-25,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130100_02,525.916172674732,0.0746886038972844,1.23988949313036e-91,0.968102968181555,2024-07-29,130100,2,13H 1M 0S,32.59,766,160,25-90,NA,NA,NA,25-90,NA,NA,NA,NA,NA,5.1914429325734e-4,1.866754021062e-5,73.443,62.698,8.28007740689244e-6,0.0298082786648128,90-25,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130500_03,530.361168606937,0.0621672917609837,1.52003535852952e-85,0.959710321019233,2024-07-29,130500,3,13H 5M 0S,32.59,766,160,25-90,NA,NA,NA,25-90,NA,NA,NA,NA,NA,4.3211136720889e-4,1.55379851567383e-5,73.713,62.929,6.86664919526596e-6,0.0247199371029574,90-25,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T130800_07,551.498851154884,0.0619785039464245,5.5234526162185406e-58,0.904737842757674,2024-07-29,130800,7,13H 8M 0S,32.59,766,160,25-50,NA,NA,NA,25-50,NA,NA,NA,NA,NA,4.3079914403894e-4,1.54907998575673e-5,73.378,62.643,6.87705161053821e-6,0.0247573857979376,50-25,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131100_08,512.148568820406,0.0574905475826189,1.20507990103871e-69,0.925860075254388,2024-07-29,131100,8,13H 11M 0S,32.59,766,160,25-50,NA,NA,NA,25-50,NA,NA,NA,NA,NA,3.9960433233966e-4,1.43690878223541e-5,73.755,62.965,6.34645171666272e-6,0.0228472261799858,50-25,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131400_09,617.200154580215,0.0446331700868091,5.57913527497127e-63,0.911726781473651,2024-07-29,131400,9,13H 14M 0S,32.59,766,160,25-50,NA,NA,NA,25-50,NA,NA,NA,NA,NA,3.1023548883598e-4,1.11555371749725e-5,72.528,61.917,5.01050581966156e-6,0.0180378209507816,50-25,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T131800_13,540.84432317761,0.119815852251305,6.633252417004519e-172,0.972839300831099,2024-07-29,131800,13,13H 18M 0S,32.59,766,160,25-20,NA,NA,NA,25-20,NA,NA,NA,NA,NA,8.3281401301292e-4,2.99465664513816e-5,71.429,60.979,1.36573904625022e-5,0.0491666056650079,20-25,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T132300_14,545.056738689648,0.110833656619997,3.9527432094936295e-91,0.967480795633939,2024-07-29,132300,14,13H 23M 0S,32.59,766,160,25-20,NA,NA,NA,25-20,NA,NA,NA,NA,NA,7.7038071851289e-4,2.77015720428946e-5,72.378,61.789,1.2467926629544e-5,0.0448845358663586,20-25,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T132800_15,522.174744247756,0.116059830613208,1.5051814282047599e-94,0.971478911997483,2024-07-29,132800,15,13H 28M 0S,32.59,766,160,25-20,NA,NA,NA,25-20,NA,NA,NA,NA,NA,8.0670672090915e-4,2.90077929129504e-5,72.034,61.495,1.31182489781145e-5,0.0472256963212122,20-25,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T133200_25,545.957134650272,0.0903493016016726,3.31860345625746e-88,0.963620228609734,2024-07-29,133200,25,13H 32M 0S,32.59,766,160,35-50,NA,NA,NA,35-50,NA,NA,NA,NA,NA,6.2799840777315e-4,2.2581747852325e-5,72.928,62.259,1.00868694931361e-5,0.0363127301752899,50-35,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T133700_26,544.598313751054,0.079879540864586,2.6926861439742e-83,0.96057802196149,2024-07-29,133700,26,13H 37M 0S,32.59,766,160,35-50,NA,NA,NA,35-50,NA,NA,NA,NA,NA,5.5522537072585e-4,1.99649539994915e-5,72.772,62.125,8.93722930745847e-6,0.0321740255068505,50-35,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T134200_32,568.925683524937,0.142631489552939,3.5286713159278596e-94,0.971071119063727,2024-07-29,134200,32,13H 42M 0S,32.59,766,160,35-20,NA,NA,NA,35-20,NA,NA,NA,NA,NA,9.9140056148371e-4,3.56490672953511e-5,72.029,61.491,1.61226937516663e-5,0.0580416975059987,20-35,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T134500_27,504.375117110181,0.10252148727286,9.3618377219787694e-113,0.985816575703273,2024-07-29,134500,27,13H 45M 0S,32.59,766,160,35-50,NA,NA,NA,35-50,NA,NA,NA,NA,NA,7.1260463145295e-4,2.5624042842609e-5,72.61,61.987,1.14960335465978e-5,0.041385720767752,50-35,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135100_31,554.805520674375,0.189767785447803,4.02277628651209e-105,0.98098995955582,2024-07-29,135100,31,13H 51M 0S,32.59,766,160,35-20,NA,NA,NA,35-20,NA,NA,NA,NA,NA,0.00131903473513572,4.74302313964658e-5,71.34,60.903,2.16579599549401e-5,0.0779686558377842,20-35,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135400_19,488.829061327535,0.104204761070778,2.8440753200432595e-106,0.981810967254512,2024-07-29,135400,19,13H 54M 0S,32.59,766,160,35-90,NA,NA,NA,35-90,NA,NA,NA,NA,NA,7.243047026898e-4,2.60447573782742e-5,73.178,62.472,1.15940693861219e-5,0.0417386497900388,90-35,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T135800_33,582.851133986075,0.280078920497916,2.16813609453245e-128,0.992215760057122,2024-07-29,135800,33,13H 58M 0S,32.59,766,160,35-20,NA,NA,NA,35-20,NA,NA,NA,NA,NA,0.00194676785548346,7.00024399670429e-5,73.469,62.72,3.10390283080909e-5,0.111740501909127,20-35,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T140100_20,498.946040397064,0.0762017407912861,6.990478215259319e-83,0.955377359735727,2024-07-29,140100,20,14H 1M 0S,32.59,766,160,35-90,NA,NA,NA,35-90,NA,NA,NA,NA,NA,5.2966177976061e-4,1.90457310233951e-5,73.16,62.457,8.48042300719882e-6,0.0305295228259158,90-35,2024-07-29,NA
29-July-2024-1h_WETUP/TG10-01136-2024-07-29T140400_21,494.948711894053,0.0826242378810596,1.75331939335461e-90,0.972138453945035,2024-07-29,140400,21,14H 4M 0S,32.59,766,160,35-90,NA,NA,NA,35-90,NA,NA,NA,NA,NA,5.7430316463913e-4,2.06509588147837e-5,73.335,62.606,9.17329272975648e-6,0.0330238538271233,90-35,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T112600_01,548.681359138989,0.0584243063105338,4.1396459684418904e-61,0.897149603844442,2024-07-29,112600,1,11H 26M 0S,31.57,766,160,25-90,NA,NA,NA,NA,25-90,NA,NA,NA,NA,4.0745402188274e-4,1.46513492226803e-5,74.469,63.574,6.40912986256552e-6,0.0230728675052359,90-25,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113100_02,547.61115446053,0.0606340141629299,3.2158874694646297e-78,0.946637544215577,2024-07-29,113100,2,11H 31M 0S,31.57,766,160,25-90,NA,NA,NA,NA,25-90,NA,NA,NA,NA,4.2286463449419e-4,1.52054884751599e-5,73.443,62.698,6.74446767830227e-6,0.0242800836418882,90-25,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113600_03,561.563838348957,0.0499007603570153,1.9453324539492e-69,0.92526635578915,2024-07-29,113600,3,11H 36M 0S,31.57,766,160,25-90,NA,NA,NA,NA,25-90,NA,NA,NA,NA,3.480103879095e-4,1.25138578895903e-5,73.713,62.929,5.53020686661962e-6,0.0199087447198306,90-25,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T113900_07,628.238215594832,0.0539652232793962,1.01773225768209e-72,0.937079628260281,2024-07-29,113900,7,11H 39M 0S,31.57,766,160,25-50,NA,NA,NA,NA,25-50,NA,NA,NA,NA,3.7635615475036e-4,1.35331231481613e-5,73.378,62.643,6.0079522811865e-6,0.0216286282122714,50-25,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T114300_08,577.040295035705,0.0440956410824091,1.47434078005296e-59,0.890845538347737,2024-07-29,114300,8,11H 43M 0S,31.57,766,160,25-50,NA,NA,NA,NA,25-50,NA,NA,NA,NA,3.0752519697929e-4,1.10580797187807e-5,73.755,62.965,4.88406570283953e-6,0.0175826365302223,50-25,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T114700_09,584.413350818435,0.0573964337940475,1.33683206733165e-40,0.881079675771521,2024-07-29,114700,9,11H 47M 0S,31.57,766,160,25-50,NA,NA,NA,NA,25-50,NA,NA,NA,NA,4.002855877622e-4,1.43935846013018e-5,72.528,61.917,6.46487374650264e-6,0.0232735454874095,50-25,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T115400_13,572.474620617868,0.043550493852046,1.02885624093261e-67,0.92016025001571,2024-07-29,115400,13,11H 54M 0S,31.57,766,160,25-20,NA,NA,NA,NA,25-20,NA,NA,NA,NA,3.0372331304507e-4,1.09213704798661e-5,71.429,60.979,4.98078540227089e-6,0.0179308274481752,20-25,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T115900_14,528.57865259516,0.0437814262724669,1.08069618077934e-57,0.882755041671262,2024-07-29,115900,14,11H 59M 0S,31.57,766,160,25-20,NA,NA,NA,NA,25-20,NA,NA,NA,NA,3.0533384724609e-4,1.09792825331208e-5,72.378,61.789,4.94155670501368e-6,0.0177896041380492,20-25,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T120700_25,593.009805082926,0.0336765426060974,4.43486182146981e-55,0.870402368306392,2024-07-29,120700,25,12H 7M 0S,31.57,766,160,35-50,NA,NA,NA,NA,35-50,NA,NA,NA,NA,2.3486188530895e-4,8.44523140269525e-6,72.928,62.259,3.77233629369175e-6,0.0135804106572903,50-35,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T121000_15,562.846448213996,0.0539567921383447,4.8530555771831804e-73,0.93786402069656,2024-07-29,121000,15,12H 10M 0S,31.57,766,160,25-20,NA,NA,NA,NA,25-20,NA,NA,NA,NA,0.00037629735555278003,1.35310088296577e-5,72.034,61.495,6.11915368001922e-6,0.0220289532480692,20-25,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T121700_26,588.967198753556,0.024425823059206,5.05261672968029e-36,0.731100908454137,2024-07-29,121700,26,12H 17M 0S,31.57,766,160,35-50,NA,NA,NA,NA,35-50,NA,NA,NA,NA,1.7034690648051e-4,6.12538318879966e-6,72.772,62.125,2.7420025188011e-6,0.00987120906768396,50-35,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T122100_32,535.621368910287,0.0443652687685247,6.1546368286786705e-61,0.896468162330989,2024-07-29,122100,32,12H 21M 0S,31.57,766,160,35-20,NA,NA,NA,NA,35-20,NA,NA,NA,NA,3.0940559389037e-4,1.11256955731887e-5,72.029,61.491,5.031721616015e-6,0.018114197817654,20-35,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T122600_33,584.377175761401,0.0251381838583617,3.58141063805636e-27,0.704734199979066,2024-07-29,122600,33,12H 26M 0S,31.57,766,160,35-20,NA,NA,NA,NA,35-20,NA,NA,NA,NA,1.7531494617113e-4,6.3040253927054e-6,73.469,62.72,2.79520003461635e-6,0.0100627201246188,20-35,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T123000_21,826.874574452454,0.029259011856359,3.11211815486691e-48,0.85678192746366,2024-07-29,123000,21,12H 30M 0S,31.57,766,160,35-90,NA,NA,NA,NA,35-90,NA,NA,NA,NA,2.0405380585646e-4,7.33742559714002e-6,73.335,62.606,3.25933306482548e-6,0.0117335990333717,90-35,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T123500_20,539.565675436664,0.0720271597167578,7.8671220983516e-93,0.967737059163787,2024-07-29,123500,20,12H 35M 0S,31.57,766,160,35-90,NA,NA,NA,NA,35-90,NA,NA,NA,NA,5.0232099899305e-4,1.8062603343871e-5,73.16,62.457,8.04266934039504e-6,0.0289536096254221,90-35,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T124000_31,578.467792616177,0.010872788240076,2.4501278637921e-4,0.107292361516957,2024-07-29,124000,31,12H 40M 0S,31.57,766,160,35-20,NA,NA,NA,NA,35-20,NA,NA,NA,NA,7.58273666776863e-5,2.72662231850724e-6,71.34,60.903,1.24505142074588e-6,0.00448218511468516,20-35,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T124500_19,521.174164786978,0.0818365612432698,1.10779100290826e-96,0.973720197042109,2024-07-29,124500,19,12H 45M 0S,31.57,766,160,35-90,NA,NA,NA,NA,35-90,NA,NA,NA,NA,5.7073225377108e-4,2.05225549719917e-5,73.178,62.472,9.13580890272585e-6,0.0328889120498131,90-35,2024-07-29,NA
29-July-2024-2min_WETUP/TG10-01136-2024-07-29T125000_27,540.105206776794,0.0679561662938123,7.593142583923199e-78,0.945868308851765,2024-07-29,125000,27,12H 50M 0S,31.57,766,160,35-50,NA,NA,NA,NA,35-50,NA,NA,NA,NA,4.7392968811602e-4,1.70417003997131e-5,72.61,61.987,7.64563034371756e-6,0.0275242692373832,50-35,2024-07-29,NA
29-July-2024-4h_WETUP/TG10-01136-2024-07-29T153600_01,671.615602384501,0.0848318588267169,1.7203370878665997e-85,0.960703887052445,2024-07-29,153600,1,15H 36M 0S,31.36,766,160,25-90,NA,NA,NA,NA,NA,25-90,NA,NA,NA,5.9202960979438e-4,2.12883714417255e-5,74.469,63.574,9.31244863929259e-6,0.0335248151014533,90-25,2024-07-29,NA
