Model,Intercept_CO2,TIME_CO2,TIME_CO2_pvalue,TIME_CO2_r2,Intercept_CH4,TIME_CH4,TIME_CH4_pvalue,TIME_CH4_r2,Date,TimeLog,JarID,Time,T.Air,A.Pressure,Volume,Soil_jar,Area,Label,STAGE_1,STAGE_2,STAGE_3,one_hour,two_min,four_hour,eight_hour,PRE_WET,twenty_four_hour,finalC02_flux,finalCH4_flux,finalC02_flux_byarea,finalCH4_flux_byarea,finalC02flux_gSoil,finalCH4flux_gSoil,finalC02flux_gSoil_hr,finalCH4flux_gSoil_hr
23-July-2024 (Day 8)/TG10-01136-2024-07-23T152200_23,-98134.05394,1.786540647,1.03807351076649e-137,0.994556307,1381.347044,0.010301367,7.86902088509821e-64,0.907339339,7/23/2024,152200,23,15H 22M 0S,31.79,767.8,160,62.493,27.8,35-90,NA,35-90,NA,NA,NA,NA,NA,NA,NA,0.012479691,7.19591141574063e-05,0.000448748,2.58752657883518e-06,0.000199697,1.15147479169517e-06,0.71891072,0.004145309
23-July-2024 (Day 8)/TG10-01136-2024-07-23T152700_24,-65470.01376,1.189692573,8.66229503762907e-154,0.997062851,-3487.038897,0.097813734,6.86768244651936e-174,0.998641943,7/23/2024,152700,24,15H 27M 0S,31.79,767.8,160,62.215,27.8,35-90,NA,35-90,NA,NA,NA,NA,NA,NA,NA,0.008310472,0.000683268,0.00029883,2.45691309842366e-05,0.000133577,1.09823675962388e-05,0.480875982,0.039536523
23-July-2024 (Day 8)/TG10-01136-2024-07-23T153100_25,-133536.7285,2.406423718,1.23290927012792e-95,0.972643572,2140.409321,-0.003266627,2.68439488606221e-18,0.470990272,7/23/2024,153100,25,15H 31M 0S,31.79,767.8,160,62.259,27.8,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.016809819,-2.28E-05,0.000604452,-8.21E-07,0.000269998,-3.66E-07,0.971993582,-0.001318364
23-July-2024 (Day 8)/TG10-01136-2024-07-23T153600_26,-88980.14393,1.597387799,1.91998401697244e-107,0.982609912,1126.155428,0.014709752,4.97915900235521e-50,0.842727203,7/23/2024,153600,26,15H 36M 0S,31.79,767.8,160,62.125,27.8,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.011158384,0.000102753,0.000401236,3.69483732173696e-06,0.000179612,1.65397183098592e-06,0.646602534,0.005954299
23-July-2024 (Day 8)/TG10-01136-2024-07-23T154300_27,-187495.3988,3.329278193,1.60524015233586e-99,0.976432327,1690.193409,0.004753206,3.68329796230395e-24,0.576878463,7/23/2024,154300,27,15H 43M 0S,31.79,767.8,160,61.987,27.8,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.023256322,3.32030207724742e-05,0.000836258,1.19392379620547e-06,0.000375181,5.3564490574595e-07,1.350650285,0.001928322
23-July-2024 (Day 8)/TG10-01136-2024-07-23T154800_28,-216996.1357,3.827658708,1.80456179927971e-97,0.974502935,1708.5198,0.004184607,2.47494485872358e-22,0.54634119,7/23/2024,154800,28,15H 48M 0S,31.79,767.8,160,62.002,27.8,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.026737707,2.92311323224275e-05,0.000961442,1.05110148588377e-06,0.000431239,4.7145466795309e-07,1.55246194,0.001697237
23-July-2024 (Day 8)/TG10-01136-2024-07-23T155300_29,-157687.8337,2.772586103,5.36647408057839e-104,0.98015127,934.1005359,0.017784258,9.35868120271175e-53,0.858327236,7/23/2024,155300,29,15H 53M 0S,31.79,767.8,160,62.164,27.8,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.019367608,0.00012423,0.000696426,4.46710038761916e-06,0.000311557,1.9984235248697e-06,1.121603964,0.007194325
23-July-2024 (Day 8)/TG10-01136-2024-07-23T155800_30,-144233.5503,2.522261671,1.32737233787039e-99,0.976506853,999.5278361,0.016563193,4.13896497343673e-51,0.849104611,7/23/2024,155800,30,15H 58M 0S,31.79,767.8,160,62.75,27.8,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.017618993,0.0001157,0.000633549,4.16038974596096e-06,0.000280781,1.84382470119522e-06,1.010810754,0.006637769
23-July-2024 (Day 8)/TG10-01136-2024-07-23T160300_31,-69918.67365,1.222900886,3.14015703110569e-66,0.91548295,1304.971819,0.011334904,2.04633886887929e-36,0.735109505,7/23/2024,160300,31,16H 3M 0S,31.79,767.8,160,60.903,27.8,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.008542445,7.91787779600874e-05,0.000307172,2.84713333189815e-06,0.000140263,1.30008009392127e-06,0.504947244,0.004680288
23-July-2024 (Day 8)/TG10-01136-2024-07-23T160700_32,-48769.31541,0.85402058,1.93681050257551e-72,0.933393674,1661.959356,0.004973383,4.53112272451568e-32,0.687213109,7/23/2024,160700,32,16H 7M 0S,31.79,767.8,160,61.491,27.8,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.005965671,3.47410397614078e-05,0.000214515,1.24922832655188e-06,9.70169780943553e-05,5.64977635123966e-07,0.349261121,0.002033919
23-July-2024 (Day 8)/TG10-01136-2024-07-23T161100_33,-37855.99289,0.662345432,6.8857104226305e-76,0.941647275,1558.84532,0.006773952,1.15903097264374e-28,0.643700112,7/23/2024,161100,33,16H 11M 0S,31.79,767.8,160,62.72,27.8,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.004626744,4.73187249915465e-05,0.00016637,1.70150035927891e-06,7.37682397959184e-05,7.54443957135627e-07,0.265565663,0.002715998
23-July-2024 (Day 8)/TG10-01136-2024-07-23T161500_34,-29117.02577,0.509992694,4.95029485478078e-77,0.944151014,1606.937283,0.005896617,1.21586652463311e-32,0.693972018,7/23/2024,161500,34,16H 15M 0S,31.79,767.8,160,60.518,27.8,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.0035625,4.11901936758361e-05,0.000128101,1.48112886284919e-06,5.8866783436333e-05,6.80627146895735e-07,0.21192042,0.002450258
23-July-2024 (Day 8)/TG10-01136-2024-07-23T162000_35,-55853.15106,0.964763609,1.54514357185863e-65,0.913210114,1287.118585,0.011347064,3.84045031201722e-34,0.711039383,7/23/2024,162000,35,16H 20M 0S,31.79,767.8,160,60.803,27.8,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.006739255,7.92637233281721e-05,0.000242332,2.85018782194074e-06,0.000110838,1.30361533687766e-06,0.399015147,0.004693015
23-July-2024 (Day 8)/TG10-01136-2024-07-23T162500_36,-55654.39406,0.954140195,2.17218781847589e-66,0.916000099,1150.072678,0.01355818,7.40528211136023e-36,0.729387335,7/23/2024,162500,36,16H 25M 0S,31.79,767.8,160,58.137,27.8,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.006665046,9.47092380523197e-05,0.000239664,3.40558209465371e-06,0.000114644,1.6290699219485e-06,0.412717643,0.005864652
23-July-2024 (Day 8)/TG10-01136-2024-07-23T163000_84,-689.6864715,0.021016453,1.13734317857309e-34,0.716822247,1827.281271,0.001927163,2.71327074526342e-10,0.283663546,7/23/2024,163000,84,16H 30M 0S,31.79,767.8,160,NA,27.8,BLANK,NA,BLANK,NA,NA,NA,NA,NA,NA,NA,0.000146808,1.34619942120888e-05,5.27897222114685e-06,4.84070270121855e-07,NA,NA,NA,NA
23-July-2024 (Day 8)/TG10-01136-2024-07-23T163700_85,-324.5636105,0.015668837,1.00448073797265e-23,0.569787171,1838.052763,0.00179092,1.48908407411883e-08,0.235336772,7/23/2024,163700,85,16H 37M 0S,31.79,767.8,160,NA,27.8,BLANK,NA,BLANK,NA,NA,NA,NA,NA,NA,NA,0.000109453,1.25102829271624e-05,3.93574279349527e-06,4.49848361278762e-07,NA,NA,NA,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T140900_01,-22708.42061,0.457629431,7.56645322647652e-135,0.993924214,1688.74255,0.005435875,2.21398830600238e-29,0.653353969,7/25/2024,140900,1,14H 9M 0S,31.41,767.3,160,63.574,27.8,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.003198626,3.79943526284777e-05,0.000115017,1.36621188883415e-06,5.0313430018561e-05,5.97639799736963e-07,0.181128348,0.002151503
25-July-2024 (Day 10)/TG10-01136-2024-07-25T141200_02,-29095.98233,0.580865303,5.13018771186594e-152,0.996856113,1948.745482,0.000179069,0.556428638,0.002890561,7/25/2024,141200,2,14H 12M 0S,31.41,767.3,160,62.698,27.8,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00405999,1.2516118254321e-06,0.00014599,4.50058189655556e-08,6.47546971195254e-05,1.9962547855308e-08,0.23311691,7.18651722791087e-05
25-July-2024 (Day 10)/TG10-01136-2024-07-25T141500_03,-34563.23232,0.686672356,6.24574762120638e-149,0.996460925,1995.756999,-0.000787553,0.011162027,0.05245816,7/25/2024,141500,3,14H 15M 0S,31.41,767.3,160,62.929,27.8,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.004799535,-5.50E-06,0.000172583,-1.98E-07,7.62690492459756e-05,-8.74E-08,0.274568577,-0.00031464
25-July-2024 (Day 10)/TG10-01136-2024-07-25T141800_07,-79495.33914,1.557255197,1.57358941856245e-116,0.987728994,-226.5642636,0.042521239,5.44747609595933e-71,0.929587016,7/25/2024,141800,7,14H 18M 0S,31.41,767.3,160,62.643,27.8,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.010884522,0.000297205,0.000391389,1.06869676581768e-05,0.000173755,4.74442475615791e-06,0.625517284,0.017079929
25-July-2024 (Day 10)/TG10-01136-2024-07-25T142100_09,-83542.88892,1.628546182,2.93410434825944e-118,0.988516893,-1271.689003,0.062484362,2.0393129012458e-72,0.933336435,7/25/2024,142100,9,14H 21M 0S,31.41,767.3,160,61.917,27.8,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.011382814,0.000436738,0.000409307,1.57043482428171e-05,0.00018384,7.05360401828254e-06,0.661823577,0.025392974
25-July-2024 (Day 10)/TG10-01136-2024-07-25T143100_check_03,-36051.19635,0.701469933,5.40806547095453e-78,0.950067956,723.0859331,0.023726535,5.2051037796007e-35,0.729493836,7/25/2024,143100,ch,14H 31M 0S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T143500_08,-104820.9376,2.009600718,4.73139392719526e-112,0.985428414,-938.0674941,0.055172906,7.93821080745568e-68,0.920504363,7/25/2024,143500,8,14H 35M 0S,31.41,767.3,160,62.965,27.8,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.014046216,0.000385634,0.000505078,1.38667421338972e-05,0.00022308,6.12457714603351e-06,0.803087074,0.022048478
25-July-2024 (Day 10)/TG10-01136-2024-07-25T144500_10,-147867.6735,2.797256872,3.74775462535603e-113,0.98603132,-1210.050061,0.059697576,3.40363449982892e-69,0.924566784,7/25/2024,144500,10,14H 45M 0S,31.41,767.3,160,62.317,27.8,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.019551583,0.00041726,0.000703041,1.5003938437204e-05,0.000313744,6.69576520050709e-06,1.129478293,0.024104755
25-July-2024 (Day 10)/TG10-01136-2024-07-25T144900_11,-121538.7354,2.292768195,1.50229201952733e-109,0.98396025,-1025.843193,0.056060254,8.9022492383151e-65,0.910641756,7/25/2024,144900,11,14H 49M 0S,31.41,767.3,160,61.761,27.8,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.016025431,0.000391836,0.000576247,1.40897613729952e-05,0.000259475,6.34439209209695e-06,0.934109739,0.022839812
25-July-2024 (Day 10)/TG10-01136-2024-07-25T145200_34,-45746.8283,0.867421164,2.51211165203694e-73,0.935621654,1181.675161,0.014685498,2.74891051071188e-32,0.689798143,7/25/2024,145200,34,14H 52M 0S,31.41,767.3,160,60.518,27.8,35-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.006062889,0.000102645,0.000218011,3.69094224572633e-06,0.000100183,1.69610694338874e-06,0.360659645,0.006105985
25-July-2024 (Day 10)/TG10-01136-2024-07-25T150300_13,-30433.55946,0.574039628,1.33762599434607e-75,0.946497222,1733.352849,0.004650481,1.13316382698239e-17,0.469632512,7/25/2024,150300,13,15H 3M 0S,31.41,767.3,160,60.979,27.8,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.004012282,3.25047944281423e-05,0.000144275,1.16881677195765e-06,6.57977664441857e-05,5.33048991097629e-07,0.236871959,0.001918976
25-July-2024 (Day 10)/TG10-01136-2024-07-25T150600_14,-17468.11055,0.333152442,2.13809991228746e-101,0.978068712,2040.986227,-0.001424158,0.000110306,0.117601207,7/25/2024,150600,14,15H 6M 0S,31.41,767.3,160,61.789,27.8,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.002328588,-9.95E-06,8.37320222700607e-05,-3.58E-07,3.76861253621195e-05,-1.61E-07,0.135670051,-0.000579715
25-July-2024 (Day 10)/TG10-01136-2024-07-25T150900_15,-23749.38169,0.447478661,1.41777226274263e-87,0.962729302,1896.42058,0.001283487,0.000285693,0.104288214,7/25/2024,150900,15,15H 9M 0S,31.41,767.3,160,61.495,27.8,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.003127677,8.97100109085994e-06,0.000112466,3.22581844331533e-07,5.0860671599317e-05,1.45881796745426e-07,0.183098418,0.000525174
25-July-2024 (Day 10)/TG10-01136-2024-07-25T151200_22,-54013.25717,0.999570559,3.21512717911888e-131,0.993016535,1357.851594,0.011117768,1.78068700453641e-56,0.877156275,7/25/2024,151200,22,15H 12M 0S,31.41,767.3,160,57.215,27.8,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.006986554,7.77082568421693e-05,0.000251225,2.79425590946312e-06,0.000122111,1.35817979274962e-06,0.43959791,0.004889447
25-July-2024 (Day 10)/TG10-01136-2024-07-25T151600_06,-37506.07143,0.693157273,1.2244971282287e-141,0.995318067,2343.528696,-0.007095839,4.47633567744103e-38,0.751414118,7/25/2024,151600,6,15H 16M 0S,31.41,767.3,160,63.466,27.8,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.004844861,-4.96E-05,0.000174213,-1.78E-06,7.63378974569061e-05,-7.82E-07,0.274816431,-0.002813475
25-July-2024 (Day 10)/TG10-01136-2024-07-25T151900_05,-29406.65517,0.543910456,5.71357513427e-171,0.998480903,2767.817528,-0.014722177,3.48397014046007e-80,0.950512381,7/25/2024,151900,5,15H 19M 0S,31.41,767.3,160,63.071,27.8,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.003801692,-0.000102901,0.000136702,-3.70E-06,6.02763869290165e-05,-1.63E-06,0.216994993,-0.005873438
25-July-2024 (Day 10)/TG10-01136-2024-07-25T152500_04,-27746.41301,0.510909276,1.02243126167525e-111,0.985240095,1991.280288,-0.00066076,0.029641933,0.038807126,7/25/2024,152500,4,15H 25M 0S,31.41,767.3,160,63.016,27.8,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.003571029,-4.62E-06,0.000128408,-1.66E-07,5.66686079725784e-05,-7.33E-08,0.204006989,-0.000263933
25-July-2024 (Day 10)/TG10-01136-2024-07-25T152900_30,-85053.22048,1.53753755,5.77935389422432e-109,0.983596052,-1620.646573,0.064292729,6.1056295964785e-62,0.9003758,7/25/2024,152900,30,15H 29M 0S,31.41,767.3,160,62.75,27.8,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.010746704,0.000449378,0.000386433,1.61588497085596e-05,0.000171262,7.16140239043825e-06,0.616543975,0.025781049
25-July-2024 (Day 10)/TG10-01136-2024-07-25T153200_36,-42608.12029,0.775297005,2.34030850090197e-80,0.950839333,1231.011404,0.013204702,5.44495899068138e-36,0.730766548,7/25/2024,153200,36,15H 32M 0S,31.41,767.3,160,58.137,27.8,35-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.005418982,9.22949969850817e-05,0.000194857,3.31877011812591e-06,9.3210554380171e-05,1.5875431650254e-06,0.335557996,0.005715155
25-July-2024 (Day 10)/TG10-01136-2024-07-25T153500_28,-126478.8043,2.267849951,9.91419475755267e-105,0.980702064,-487.0407844,0.043658768,1.80013256113458e-61,0.898565912,7/25/2024,153500,28,15H 35M 0S,31.41,767.3,160,62.002,27.8,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.015851264,0.000305155,0.000569984,1.09728654828787e-05,0.000255657,4.92169607432018e-06,0.920366285,0.017718106
25-July-2024 (Day 10)/TG10-01136-2024-07-25T153500_85,-126478.8043,2.267849951,9.91419475755267e-105,0.980702064,-487.0407844,0.043658768,1.80013256113458e-61,0.898565912,7/25/2024,153500,85,15H 35M 0S,31.41,767.3,160,NA,27.8,BLANK,NA,NA,BLANK,NA,NA,NA,NA,NA,NA,0.015851264,0.000305155,0.000569984,1.09728654828787e-05,NA,NA,NA,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T153800_12,-145788.1305,2.604865852,1.69706838206353e-104,0.980528432,-213.4924655,0.038695827,2.5001449828575e-55,0.871632968,7/25/2024,153800,12,15H 38M 0S,31.41,767.3,160,62.019,27.8,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.018206855,0.000270467,0.000654687,9.72551745841545e-06,0.000293569,4.36103452167884e-06,1.056848353,0.015699724
25-July-2024 (Day 10)/TG10-01136-2024-07-25T154100_16,-47380.00764,0.852588637,1.31614480615815e-79,0.949404382,1058.407477,0.016152944,3.92134182100043e-35,0.721787947,7/25/2024,154100,16,15H 41M 0S,31.41,767.3,160,61.775,27.8,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.005959216,0.000112902,0.000214283,4.05975907698778e-06,9.64664670174019e-05,1.82763253743424e-06,0.347279281,0.006579477
25-July-2024 (Day 10)/TG10-01136-2024-07-25T154400_17,-57226.54828,1.02325334,3.1959846624885e-73,0.93536294,979.9491528,0.017439537,5.91990862013736e-31,0.673577905,7/25/2024,154400,17,15H 44M 0S,31.41,767.3,160,61.653,27.8,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.007152086,0.000121895,0.000257177,4.38312160907997e-06,0.000116005,1.97711384685255e-06,0.417619736,0.00711761
25-July-2024 (Day 10)/TG10-01136-2024-07-25T154700_29,-115152.8769,2.038756074,1.78682500355476e-114,0.98672209,-2123.595094,0.071949865,9.58103040338119e-73,0.934170001,7/25/2024,154700,29,15H 47M 0S,31.41,767.3,160,62.164,27.8,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.014249999,0.000502898,0.000512406,1.80833363991741e-05,0.000229232,8.08985908242713e-06,0.825236413,0.029123493
25-July-2024 (Day 10)/TG10-01136-2024-07-25T155300_23,-68480.57876,1.208881297,6.70841726294019e-131,0.992930408,1240.60711,0.012550451,5.96820007796491e-72,0.932133319,7/25/2024,155300,23,15H 53M 0S,31.41,767.3,160,62.493,27.8,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.008449543,8.77220753147514e-05,0.000303831,3.15433568194e-06,0.000135208,1.40371042060313e-06,0.486748193,0.005053358
25-July-2024 (Day 10)/TG10-01136-2024-07-25T155700_24,-54122.00466,0.954083861,3.36242870337185e-141,0.99523858,-23321.65243,0.440289603,1.50874045658785e-195,0.999408505,7/25/2024,155700,24,15H 57M 0S,31.41,767.3,160,62.215,27.8,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.006668622,0.003077429,0.000239792,0.000110659,0.000107187,4.94644217632404e-05,0.385872204,0.178071918
25-July-2024 (Day 10)/TG10-01136-2024-07-25T160100_31,-76340.85496,1.335909785,3.53986787210077e-77,0.94446215,137.945103,0.031807376,1.48899059804159e-36,0.736505434,7/25/2024,160100,31,16H 1M 0S,31.41,767.3,160,60.903,27.8,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.009337416,0.000222319,0.000335757,7.99422607335172e-06,0.000153316,3.65037847068289e-06,0.551938289,0.013141362
25-July-2024 (Day 10)/TG10-01136-2024-07-25T160400_25,-213855.4587,3.710238106,2.25097884085365e-92,0.968997025,240.7815292,0.029766705,5.58935775741112e-45,0.809155573,7/25/2024,160400,25,16H 4M 0S,31.41,767.3,160,62.259,27.8,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.025932916,0.000208056,0.000932503,7.48133912922912e-06,0.000416533,3.34178191104901e-06,1.499518103,0.012030415
25-July-2024 (Day 10)/TG10-01136-2024-07-25T160700_20,-75732.32416,1.317200092,1.07169434302862e-134,0.993888864,-3751.306082,0.098496601,6.71051004342647e-82,0.953663877,7/25/2024,160700,20,16H 7M 0S,31.41,767.3,160,62.457,27.8,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.009206643,0.000688447,0.000331055,2.47553930007388e-05,0.000147408,1.10227356421218e-05,0.530667736,0.039681848
25-July-2024 (Day 10)/TG10-01136-2024-07-25T161100_19,-88317.62515,1.528258554,1.51906206253613e-159,0.997644984,-21916.35156,0.410432554,3.47566804633167e-173,0.998604741,7/25/2024,161100,19,16H 11M 0S,31.41,767.3,160,62.472,27.8,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.010681848,0.002868741,0.000384101,0.000103155,0.000170986,4.59204283519017e-05,0.615550211,0.165313542
25-July-2024 (Day 10)/TG10-01136-2024-07-25T161600_33,-67304.96053,1.162257067,1.79130894767738e-74,0.938392178,1765.641712,0.004072255,2.57726908809344e-21,0.528401963,7/25/2024,161600,33,16H 16M 0S,31.41,767.3,160,62.72,27.8,35-20-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.00812366,2.84632558231884e-05,0.000292113,1.0234899612797e-06,0.000129523,4.53814665548284e-07,0.466281505,0.001633733
25-July-2024 (Day 10)/TG10-01136-2024-07-25T161900_84,-1051.576263,0.027190658,1.86789089093507e-35,0.72519505,1840.510099,0.002239864,5.15316805794038e-15,0.40073283,7/25/2024,161900,84,16H 19M 0S,31.41,767.3,160,NA,27.8,BLANK,NA,NA,BLANK,NA,NA,NA,NA,NA,NA,0.000190051,1.5655656830125e-05,6.83389483568161e-06,5.62950623161633e-07,NA,NA,NA,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T162200_82,-761.7448383,0.021939257,1.40611610277341e-30,0.668856321,1835.734817,0.002155601,3.36010884350902e-12,0.333366646,7/25/2024,162200,82,16H 22M 0S,31.41,767.3,160,NA,27.8,BLANK,NA,NA,BLANK,NA,NA,NA,NA,NA,NA,0.000153346,1.50666902026061e-05,5.51404749472512e-06,5.41772391319888e-07,NA,NA,NA,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T162500_26,-130821.9457,2.224370678,1.72029645446069e-113,0.985713573,-472.9225295,0.041194748,3.7802376223267e-67,0.916699112,7/25/2024,162500,26,16H 25M 0S,31.41,767.3,160,62.125,27.8,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.015547363,0.000287933,0.000559057,1.03535772801906e-05,0.000250259,4.63473641851107e-06,0.900933711,0.016685051
25-July-2024 (Day 10)/TG10-01136-2024-07-25T162900_21,-105927.4634,1.797833101,2.50138757760945e-137,0.994475929,1263.609158,0.011701865,8.45130985915121e-80,0.949776385,7/25/2024,162900,21,16H 29M 0S,31.41,767.3,160,62.606,27.8,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.012566055,8.1790834924146e-05,0.000451854,2.94105842949105e-06,0.000200716,1.30643764054797e-06,0.722579274,0.004703176
25-July-2024 (Day 10)/TG10-01136-2024-07-25T163200_83,-940.6527949,0.025553854,2.9449560075806e-39,0.762408713,1783.990996,0.002864177,1.23471494065231e-17,0.457490555,7/25/2024,163200,83,16H 32M 0S,31.41,767.3,160,NA,27.8,BLANK,NA,NA,BLANK,NA,NA,NA,NA,NA,NA,0.00017861,2.0019322122192e-05,6.42251308048919e-06,7.19860558151455e-07,NA,NA,NA,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T163900_32,-94674.51826,1.592239149,5.03636398429759e-67,0.92143175,1304.417042,0.010941003,9.09529280811534e-28,0.637516337,7/25/2024,163900,32,16H 39M 0S,31.41,767.3,160,61.491,27.8,35-20-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.011129044,7.64727485812922e-05,0.000400181,2.74982914711586e-06,0.000180987,1.24364132281622e-06,0.651551583,0.004477109
26-July-2024 (Day 11)/TG10-01136-2024-07-26T090100_01,-10067.1094,0.327880301,2.98767390007119e-145,0.996108608,1944.740594,0.001037258,0.002305965,0.075388046,7/26/2024,090100,1,9H 1M 0S,31.17,766.5,160,63.574,27.8,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.002291154,7.24812405343693e-06,8.2385965238583e-05,2.60630134967168e-07,3.60391669550445e-05,1.14010822874712e-07,0.129741001,0.000410439
26-July-2024 (Day 11)/TG10-01136-2024-07-26T090600_02,-13164.72196,0.420866766,1.65725591071414e-150,0.996824791,2124.202375,-0.004463826,2.51557752730636e-18,0.474392882,7/26/2024,090600,2,9H 6M 0S,31.17,766.5,160,62.698,27.8,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.002940922,-3.12E-05,0.000105751,-1.12E-06,4.69061533063256e-05,-4.98E-07,0.168862152,-0.001791445
26-July-2024 (Day 11)/TG10-01136-2024-07-26T090900_03,-21721.70938,0.676362997,5.61936950038163e-130,0.993544376,1963.240747,0.000136519,0.707652283,0.001206412,7/26/2024,090900,3,9H 9M 0S,31.17,766.5,160,62.929,27.8,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.004726272,9.53964124323574e-07,0.000169949,3.43029170918222e-08,7.51048324301991e-05,1.51593720593617e-08,0.270377397,5.45737394137022e-05
26-July-2024 (Day 11)/TG10-01136-2024-07-26T091400_07,-42993.5972,1.312358203,5.32210455385966e-116,0.987930629,1579.835763,0.011963216,2.11374010515617e-44,0.807555074,7/26/2024,091400,7,9H 14M 0S,31.17,766.5,160,62.643,27.8,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.009170464,8.35962614916554e-05,0.000329754,3.00597847866434e-06,0.000146392,1.33448687788987e-06,0.527012921,0.004804153
26-July-2024 (Day 11)/TG10-01136-2024-07-26T091700_08,-45079.3456,1.366180214,5.31248658564022e-118,0.989247981,1433.515888,0.016191923,5.98391137000427e-65,0.914810068,7/26/2024,091700,8,9H 17M 0S,31.17,766.5,160,62.965,27.8,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00954656,0.000113146,0.000343278,4.06851892723905e-06,0.000151617,1.79696656872866e-06,0.545820948,0.00646908
26-July-2024 (Day 11)/TG10-01136-2024-07-26T092100_09,-48784.40495,1.467200204,1.84558272853958e-119,0.989034236,1074.245755,0.02663262,2.59640841168391e-71,0.930450767,7/26/2024,092100,9,9H 21M 0S,31.17,766.5,160,61.917,27.8,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.010252465,0.000186103,0.000368661,6.6919362765985e-06,0.000165584,3.00568502995946e-06,0.596102427,0.010820466
26-July-2024 (Day 11)/TG10-01136-2024-07-26T092400_13,-17686.33747,0.540606456,6.21824781575368e-78,0.947358828,1511.423845,0.013674976,4.73837681513757e-32,0.690031347,7/26/2024,092400,13,9H 24M 0S,31.17,766.5,160,60.979,27.8,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.003777636,9.55576543015891e-05,0.000135837,3.43608969081586e-06,6.19497859918989e-05,1.5670584020989e-06,0.22301923,0.00564141
